nad,folinic_acid,coa,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,camp,K_gluta,yield,yield_std
0.165,0.068,0.026,1.5,0.1,9,1.5,0.06,4,0.075,80,3.3227,0.0324
0.099,0.034,0.026,1.5,0.1,9,1.5,0.1,4,0.075,80,3.2983,0.1235
0.033,0.034,0.13,1.5,0.1,9,1.5,0.06,4,0.075,80,2.9184,0.1227
0.033,0.034,0.026,1.5,0.1,9,1.5,0.1,4,0.225,80,2.8568,0.1091
0.165,0.0204,0.078,1.5,0.1,9,1.5,0.06,4,0.075,80,2.9744,0.0809
0.099,0.034,0.026,1.5,0.1,9,1.5,0.02,4,0.225,80,2.7906,0.1592
0.165,0.0204,0.026,1.5,0.1,9,1.5,0.02,4,0.225,80,2.7312,0.0842
0.165,0.0068,0.078,1.5,0.1,9,1.5,0.06,4,0.075,80,2.903,0.0069
0.033,0.034,0.026,1.5,0.1,9,1.5,0.06,4,0.075,80,2.9539,0.0571
0.033,0.0204,0.078,1.5,0.1,9,1.5,0.06,4,0.075,80,3.0081,0.0616
0.033,0.034,0.026,1.5,0.1,9,1.5,0.02,4,0.225,80,2.7133,0.0992
0.099,0.0068,0.026,1.5,0.1,9,1.5,0.1,4,0.075,80,2.9779,0.0772
0.099,0.0068,0.026,1.5,0.1,9,1.5,0.02,4,0.225,80,2.6547,0.1263
0.165,0.068,0.026,1.5,0.1,9,0.75,0.2,4,0.075,80,2.9389,0.0792
0.099,0.068,0.078,1.5,0.1,9,0.75,0.2,4,0.075,80,2.6324,0.4418
0.165,0.034,0.13,1.5,0.1,9,0.75,0.1,4,0.225,80,2.6438,0.1414
0.099,0.0204,0.13,1.5,0.1,9,0.75,0.2,4,0.075,80,2.7889,0.1168
0.165,0.034,0.26,1.5,0.1,9,0.75,0.02,4,0.075,80,2.7291,0.0562
0.033,0.034,0.078,1.5,0.1,9,0.75,0.2,4,0.225,80,2.6159,0.1099
0.33,0.0204,0.13,1.5,0.1,9,0.75,0.06,4,0.075,80,2.7747,0.1023
0.033,0.034,0.026,1.5,0.1,9,0.75,0.2,4,0.375,80,2.4424,0.205
0.33,0.0204,0.078,1.5,0.1,9,0.75,0.1,4,0.075,80,2.7385,0.1413
0.165,0.068,0.078,1.5,0.1,9,0.75,0.02,4,0.075,80,2.5241,0.1132
0.165,0.0204,0.13,1.5,0.1,9,0.75,0.1,4,0.075,80,2.6028,0.1833
0.099,0.034,0.078,1.5,0.1,9,0.75,0.1,4,0.225,80,2.6495,0.176
0.099,0.0068,0.078,1.5,0.1,9,0.75,0.2,4,0.075,80,2.8325,0.1429
0.099,0.0204,0.26,1.5,0.1,9,0.75,0.02,4,0.075,80,2.5958,0.1395
0.033,0.0068,0.026,1.5,0.1,9,0.75,0.2,4,0.375,80,2.7174,0.1613
0.099,0.0204,0.13,1.5,0.1,9,0.75,0.1,4,0.075,80,2.3076,0.3253
0.099,0.0204,0.13,1.5,0.1,9,0.75,0.02,4,0.375,80,2.2501,0.0901
0.099,0.0068,0.026,1.5,0.1,9,0.75,0.2,4,0.075,80,2.8502,0.1283
0.033,0.0068,0.078,1.5,0.1,9,0.75,0.2,4,0.075,80,2.6437,0.0592
0.165,0.034,0.078,1.5,0.1,9,0.75,0.02,4,0.075,80,2.7052,0.0688
0.165,0.0068,0.13,1.5,0.1,9,0.75,0.06,4,0.075,80,2.6015,0.1082
0.165,0.0204,0.078,1.5,0.1,9,0.75,0.02,4,0.225,80,2.6642,0.0685
0.033,0.0204,0.13,1.5,0.1,9,0.75,0.02,4,0.375,80,2.5358,0.0557
0.165,0.0204,0.026,1.5,0.1,9,0.75,0.06,4,0.075,80,2.6758,0.0606
0.165,0.0204,0.026,1.5,0.1,9,0.75,0.02,4,0.225,80,2.5753,0.0556
0.165,0.0204,0.026,1.5,0.1,9,0.75,0.02,4,0.075,80,2.7339,0.0578
0.033,0.0204,0.078,1.5,0.1,9,0.75,0.06,4,0.075,80,2.6745,0.1258
0.099,0.0068,0.026,1.5,0.1,9,0.75,0.1,4,0.075,80,2.6946,0.0375
0.099,0.0068,0.078,1.5,0.1,9,0.75,0.02,4,0.225,80,2.4951,0.1289
0.033,0.0204,0.026,1.5,0.1,9,0.75,0.02,4,0.375,80,2.3635,0.1263
0.033,0.034,0.026,1.5,0.1,9,0.75,0.02,4,0.075,80,2.4748,0.1203
0.033,0.0068,0.078,1.5,0.1,9,0.75,0.02,4,0.225,80,2.1629,0.0796
0.033,0.068,0.078,1.5,0.1,9,0.45,0.2,4,0.075,80,2.1476,0.104
0.33,0.034,0.13,1.5,0.1,9,0.45,0.06,4,0.075,80,2.2637,0.0431
0.165,0.068,0.13,1.5,0.1,9,0.45,0.06,4,0.075,80,2.2884,0.1682
0.099,0.034,0.13,1.5,0.1,9,0.45,0.2,4,0.075,80,2.0632,0.1549
0.165,0.034,0.026,1.5,0.1,9,0.45,0.2,4,0.225,80,2.1672,0.2217
0.165,0.068,0.078,1.5,0.1,9,0.45,0.06,4,0.225,80,2.0706,0.2308
0.099,0.068,0.078,1.5,0.1,9,0.45,0.1,4,0.225,80,2.0906,0.254
0.165,0.0204,0.26,1.5,0.1,9,0.45,0.1,4,0.075,80,1.919,0.2192
0.099,0.068,0.13,1.5,0.1,9,0.45,0.06,4,0.075,80,1.8901,0.2821
0.033,0.034,0.078,1.5,0.1,9,0.45,0.2,4,0.225,80,1.7311,0.2486
0.165,0.0068,0.13,1.5,0.1,9,0.45,0.2,4,0.075,80,2.0972,0.2891
