nad,folinic_acid,coa,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,camp,K_gluta,yield,yield_std
0.165,0.0204,0.26,1.5,0.1,9,0.45,0.02,4,0.225,80,1.893,0.2259
0.165,0.034,0.13,1.5,0.1,9,0.45,0.02,4,0.375,80,2.0088,0.0568
0.165,0.0204,0.026,1.5,0.1,9,0.45,0.2,4,0.075,80,1.9425,0.2849
0.33,0.0204,0.13,1.5,0.1,9,0.45,0.02,4,0.075,80,1.7574,0.2501
0.165,0.068,0.026,1.5,0.1,9,0.45,0.02,4,0.075,80,1.6594,0.0622
0.033,0.068,0.078,1.5,0.1,9,0.45,0.06,4,0.075,80,1.6641,0.3532
0.033,0.068,0.026,1.5,0.1,9,0.45,0.06,4,0.225,80,1.6787,0.3136
0.165,0.034,0.13,1.5,0.1,9,0.45,0.02,4,0.075,80,2.0805,0.1615
0.165,0.0204,0.078,1.5,0.1,9,0.45,0.1,4,0.075,80,2.1104,0.1082
0.099,0.0204,0.13,1.5,0.1,9,0.45,0.1,4,0.075,80,2.0781,0.0888
0.165,0.034,0.078,1.5,0.1,9,0.45,0.02,4,0.225,80,2.049,0.097
0.033,0.034,0.026,1.5,0.1,9,0.45,0.1,4,0.375,80,1.9266,0.0932
0.33,0.0068,0.078,1.5,0.1,9,0.45,0.02,4,0.075,80,2.1028,0.0223
0.33,0.0068,0.026,1.5,0.1,9,0.45,0.06,4,0.075,80,2.1504,0.1055
0.165,0.0204,0.13,1.5,0.1,9,0.45,0.02,4,0.075,80,2.0144,0.1396
0.165,0.0068,0.026,1.5,0.1,9,0.45,0.1,4,0.225,80,2.0889,0.0919
0.033,0.034,0.026,1.5,0.1,9,0.45,0.1,4,0.075,80,2.0123,0.076
0.099,0.0068,0.078,1.5,0.1,9,0.45,0.1,4,0.075,80,2.0371,0.0176
0.033,0.034,0.13,1.5,0.1,9,0.45,0.02,4,0.075,80,1.9061,0.0255
0.033,0.0204,0.026,1.5,0.1,9,0.45,0.1,4,0.075,80,2.1444,0.0527
0.033,0.0068,0.13,1.5,0.1,9,0.45,0.06,4,0.075,80,1.9619,0.0742
0.033,0.0204,0.026,1.5,0.1,9,0.45,0.06,4,0.225,80,1.9432,0.0821
0.033,0.0204,0.078,1.5,0.1,9,0.45,0.02,4,0.225,80,1.9685,0.0139
0.033,0.0068,0.026,1.5,0.1,9,0.45,0.06,4,0.225,80,1.9936,0.0587
0.099,0.0068,0.026,1.5,0.1,9,0.45,0.02,4,0.075,80,2.224,0.1291
0.33,0.034,0.13,1.5,0.1,9,0.15,0.1,4,0.075,80,1.5759,0.0494
0.099,0.034,0.13,1.5,0.1,9,0.15,0.2,4,0.075,80,1.5064,0.0267
0.33,0.034,0.13,1.5,0.1,9,0.15,0.02,4,0.075,80,1.6647,0.127
0.165,0.068,0.078,1.5,0.1,9,0.15,0.06,4,0.075,80,1.5581,0.0249
0.165,0.034,0.13,1.5,0.1,9,0.15,0.1,4,0.075,80,1.5203,0.013
0.33,0.0204,0.13,1.5,0.1,9,0.15,0.02,4,0.075,80,1.541,0.0793
0.33,0.0204,0.026,1.5,0.1,9,0.15,0.1,4,0.075,80,1.5128,0.05
0.099,0.034,0.13,1.5,0.1,9,0.15,0.06,4,0.225,80,1.5523,0.11
0.165,0.0204,0.13,1.5,0.1,9,0.15,0.06,4,0.225,80,1.5398,0.0745
0.33,0.0204,0.026,1.5,0.1,9,0.15,0.06,4,0.075,80,1.6131,0.0438
0.165,0.034,0.026,1.5,0.1,9,0.15,0.1,4,0.075,80,1.6557,0.0226
0.165,0.0204,0.078,1.5,0.1,9,0.15,0.1,4,0.075,80,1.6264,0.0514
0.165,0.034,0.026,1.5,0.1,9,0.15,0.06,4,0.225,80,1.6493,0.0566
0.33,0.0068,0.026,1.5,0.1,9,0.15,0.06,4,0.075,80,1.6618,0.0812
0.099,0.0204,0.078,1.5,0.1,9,0.15,0.1,4,0.075,80,1.5479,0.0386
0.033,0.034,0.13,1.5,0.1,9,0.15,0.06,4,0.075,80,1.4678,0.0474
0.099,0.0204,0.026,1.5,0.1,9,0.15,0.1,4,0.075,80,1.6817,0.0595
0.099,0.034,0.026,1.5,0.1,9,0.15,0.06,4,0.075,80,1.6249,0.0573
0.033,0.034,0.078,1.5,0.1,9,0.15,0.02,4,0.075,80,1.4433,0.0261
0.033,0.0068,0.026,1.5,0.1,9,0.15,0.06,4,0.075,80,1.5382,0.0778
0.033,0.0068,0.078,1.5,0.1,9,0.15,0.02,4,0.075,80,1.4627,0.0538
