nad,folinic_acid,coa,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,camp,K_gluta,yield,yield_std
0.33,0.0068,0.13,1.5,0.1,9,0.75,0.1,4,0.075,80,2.3588,0.0699
0.033,0.0204,0.078,1.5,0.1,9,0.75,0.2,4,0.375,80,2.2861,0.0222
0.165,0.0068,0.078,1.5,0.3,9,0.75,0.2,4,0.075,80,1.988,0.1018
0.33,0.034,0.078,1.5,0.1,9,0.75,0.1,4,0.075,80,2.3482,0.0814
0.099,0.0204,0.13,1.5,0.1,9,0.75,0.2,4,0.225,80,2.3025,0.0486
0.33,0.034,0.026,1.5,0.1,9,0.75,0.1,4,0.225,80,2.3984,0.0535
0.033,0.034,0.13,1.5,0.1,9,0.75,0.2,4,0.225,80,2.2364,0.0458
0.33,0.0204,0.078,1.5,0.1,9,0.75,0.1,4,0.225,80,2.2728,0.078
0.165,0.068,0.13,1.5,0.1,9,0.75,0.06,4,0.075,80,2.2842,0.0948
0.33,0.0204,0.26,1.5,0.1,9,0.75,0.02,4,0.075,80,2.1762,0.0566
0.165,0.0204,0.078,1.5,0.1,9,0.75,0.2,4,0.375,80,2.2072,0.0535
0.33,0.068,0.13,1.5,0.1,9,0.75,0.02,4,0.075,80,2.3179,0.0369
0.165,0.034,0.13,1.5,0.1,9,0.75,0.2,4,0.225,80,2.1423,0.121
0.033,0.0068,0.026,1.5,0.1,9,1.5,0.1,2,0.075,80,2.1826,0.0133
0.033,0.0204,0.026,1.5,0.1,9,1.5,0.1,2,0.075,80,2.2248,0.012
0.033,0.034,0.026,1.5,0.1,9,1.5,0.06,2,0.075,80,2.1601,0.0247
0.099,0.0068,0.026,1.5,0.1,9,1.5,0.2,1.2,0.075,80,1.8886,0.004
0.165,0.0068,0.078,1.5,0.1,9,1.5,0.06,2,0.075,80,2.0268,0.11
0.033,0.068,0.026,1.5,0.1,9,1.5,0.06,2,0.075,80,1.9943,0.0228
0.165,0.0068,0.13,1.5,0.1,9,1.5,0.1,2,0.075,80,1.8023,0.0249
0.099,0.0204,0.026,1.5,0.1,9,1.5,0.2,2,0.075,80,2.0498,0.0248
0.033,0.0068,0.026,1.5,0.1,9,1.5,0.1,4,0.075,80,2.4503,0.0352
0.099,0.0204,0.026,1.5,0.1,9,1.5,0.2,2,0.225,80,2.0598,0.0653
0.099,0.0068,0.078,1.5,0.1,9,1.5,0.02,4,0.225,80,2.2929,0.0449
0.33,0.034,0.026,1.5,0.1,9,1.5,0.1,2,0.075,80,2.0525,0.1058
0.165,0.034,0.026,1.5,0.1,9,1.5,0.02,4,0.075,80,2.3164,0.0175
0.099,0.0204,0.078,1.5,0.1,9,1.5,0.02,4,0.225,80,2.1324,0.0622
0.165,0.034,0.026,1.5,0.1,9,1.5,0.06,4,0.075,80,2.28,0.0806
0.099,0.034,0.026,1.5,0.1,9,1.5,0.06,4,0.225,80,2.1525,0.0745
0.033,0.0204,0.078,1.5,0.1,9,1.5,0.1,4,0.225,80,2.1281,0.0354
0.165,0.0068,0.026,1.5,0.1,9,1.5,0.1,4,0.225,80,2.2782,0.1495
0.099,0.0204,0.13,1.5,0.1,9,1.5,0.02,4,0.225,80,2.1181,0.0741
0.33,0.068,0.026,1.5,0.1,9,1.5,0.06,2,0.075,80,2.0389,0.0202
0.33,0.0204,0.026,1.5,0.1,9,1.5,0.02,4,0.075,80,2.1941,0.061
0.033,0.0204,0.26,1.5,0.1,9,1.5,0.02,4,0.075,80,1.7645,0.2687
0.099,0.034,0.026,1.5,0.1,9,1.5,0.06,4,0.375,80,1.7504,0.4917
0.099,0.0204,0.078,1.5,0.1,9,1.5,0.06,4,0.375,80,1.9793,0.0943
0.099,0.068,0.026,1.5,0.1,9,1.5,0.02,4,0.225,80,2.2126,0.0194
0.33,0.0068,0.026,1.5,0.1,9,1.5,0.06,4,0.225,80,2.2616,0.1125
0.033,0.0068,0.078,1.5,0.3,9,1.5,0.2,4,0.075,80,1.7056,0.0211
0.165,0.0068,0.078,1.5,0.1,9,1.5,0.2,4,0.075,80,2.2252,0.0201
0.099,0.068,0.026,1.5,0.1,9,1.5,0.1,4,0.075,80,2.2287,0.0938
0.33,0.0204,0.026,1.5,0.1,9,1.5,0.1,4,0.075,80,2.305,0.0735
0.099,0.068,0.078,1.5,0.1,9,1.5,0.06,4,0.075,80,2.1456,0.1548
0.165,0.0068,0.026,1.5,0.1,9,1.5,0.2,4,0.225,80,2.0769,0.1117
0.099,0.0204,0.026,1.5,0.3,9,1.5,0.2,4,0.075,80,1.5946,0.0496
0.33,0.0068,0.078,1.5,0.1,9,1.5,0.02,4,0.375,80,1.9725,0.1682
0.099,0.034,0.13,1.5,0.1,9,1.5,0.1,4,0.225,80,1.9752,0.086
0.165,0.0204,0.078,1.5,0.1,9,1.5,0.1,4,0.375,80,1.9205,0.0317
0.099,0.034,0.26,1.5,0.1,9,1.5,0.06,4,0.075,80,1.9988,0.0597
0.33,0.0204,0.026,1.5,0.1,9,1.5,0.1,4,0.225,80,2.2341,0.1069
0.33,0.0068,0.078,1.5,0.1,9,1.5,0.1,4,0.225,80,2.1496,0.0646
0.165,0.0204,0.13,1.5,0.1,9,1.5,0.1,4,0.375,80,1.9639,0.0102
0.165,0.0204,0.13,1.5,0.1,9,1.5,0.2,4,0.075,80,2.2552,0.0406
0.165,0.034,0.026,1.5,0.1,9,1.5,0.2,4,0.225,80,2.2128,0.0523
0.099,0.034,0.26,1.5,0.1,9,1.5,0.1,4,0.075,80,2.0733,0.0713
0.033,0.068,0.13,1.5,0.1,9,1.5,0.1,4,0.225,80,2.0805,0.1248
0.165,0.0204,0.26,1.5,0.1,9,1.5,0.06,4,0.225,80,1.9275,0.0561
0.33,0.0204,0.026,1.5,0.1,9,1.5,0.1,4,0.375,80,1.9832,0.049
0.099,0.034,0.26,1.5,0.1,9,1.5,0.06,4,0.225,80,1.9392,0.0684
0.033,0.034,0.13,1.5,0.3,9,1.5,0.2,4,0.075,80,1.7432,0.009
0.099,0.034,0.13,1.5,0.1,9,1.5,0.2,4,0.225,80,2.0989,0.0786
0.099,0.034,0.26,1.5,0.1,9,1.5,0.1,4,0.225,80,1.9876,0.1411
0.165,0.0068,0.13,1.5,0.1,9,1.5,0.2,4,0.375,80,1.8907,0.1066
0.33,0.0204,0.13,1.5,0.1,9,1.5,0.06,4,0.375,80,1.924,0.058
0.165,0.068,0.026,1.5,0.1,9,1.5,0.2,4,0.075,80,2.4633,0.1306
0.099,0.0204,0.26,1.5,0.1,9,1.5,0.2,4,0.075,80,2.1296,0.0499
0.099,0.068,0.026,1.5,0.3,9,1.5,0.2,4,0.075,80,1.6321,0.0736
0.033,0.068,0.078,1.5,0.3,9,1.5,0.2,4,0.075,80,1.8397,0.0933
0.165,0.034,0.26,1.5,0.1,9,1.5,0.1,4,0.225,80,2.0056,0.0458
0.33,0.034,0.13,1.5,0.1,9,1.5,0.06,4,0.375,80,1.9469,0.0643
0.165,0.068,0.026,1.5,0.1,9,1.5,0.2,4,0.225,80,2.2292,0.0548
0.33,0.0204,0.078,1.5,0.1,9,1.5,0.2,4,0.225,80,2.1529,0.0241
0.33,0.068,0.026,1.5,0.1,9,1.5,0.1,4,0.225,80,2.3193,0.1248
0.33,0.0204,0.026,1.5,0.1,9,1.5,0.2,4,0.375,80,2.1215,0.2133
0.33,0.0204,0.26,1.5,0.1,9,1.5,0.06,4,0.225,80,1.9952,0.1664
0.33,0.0204,0.078,1.5,0.1,9,1.5,0.2,4,0.375,80,2.1736,0.0562
0.165,0.068,0.26,1.5,0.1,9,1.5,0.2,4,0.075,80,2.1608,0.1899
