nad,folinic_acid,coa,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,camp,K_gluta,yield,yield_std
0.033,0.0204,0.026,1.5,0.1,9,0.15,0.06,4,0.075,80,1.2841,0.3151
0.099,0.0204,0.026,1.5,0.1,9,0.15,0.02,4,0.075,80,1.7952,0.4336
0.033,0.0068,0.026,1.5,0.5,9,0.15,0.02,4,0.075,80,1.2024,0.057
0.099,0.0068,0.078,1.5,0.1,9,0.15,0.02,4,0.075,80,1.8168,0.5051
0.165,0.0068,0.026,1.5,0.1,9,0.15,0.06,4,0.075,80,2.1345,0.2695
0.165,0.0068,0.026,1.5,0.3,9,0.15,0.02,4,0.075,80,1.6957,0.0971
0.099,0.0068,0.026,1.5,0.1,9,0.15,0.06,4,0.225,80,1.8942,0.5132
0.165,0.034,0.026,1.5,0.1,9,0.15,0.02,4,0.075,80,1.9346,0.1713
0.099,0.034,0.026,1.5,0.3,9,0.15,0.02,4,0.075,80,2.1699,0.1277
0.165,0.0204,0.078,1.5,0.1,9,0.15,0.02,4,0.075,80,2.1071,0.5427
0.033,0.034,0.078,1.5,0.1,9,0.15,0.02,4,0.225,80,1.9272,0.3773
0.099,0.034,0.026,1.5,0.3,9,0.15,0.06,4,0.075,80,2.0607,0.3014
0.165,0.0204,0.026,1.5,0.3,9,0.15,0.06,4,0.075,80,1.5186,0.212
0.099,0.0204,0.026,1.5,0.5,9,0.15,0.06,4,0.075,80,1.2532,0.0571
0.033,0.034,0.078,1.5,0.1,9,0.15,0.1,4,0.075,80,1.9692,0.3839
0.165,0.0068,0.078,1.5,0.1,9,0.15,0.1,4,0.075,80,1.9736,0.4812
0.033,0.034,0.13,1.5,0.3,9,0.15,0.02,4,0.075,80,1.6375,0.0248
0.165,0.0068,0.078,1.5,0.5,9,0.15,0.02,4,0.075,80,1.3485,0.1674
0.099,0.0204,0.026,1.5,0.1,9,0.15,0.1,4,0.225,80,1.6961,0.2303
0.099,0.0204,0.026,1.5,0.3,9,0.15,0.06,4,0.225,80,2.054,0.1735
0.033,0.0068,0.078,1.5,1,9,0.15,0.02,4,0.075,80,0.1728,0.0149
0.165,0.0204,0.026,1.5,0.3,9,0.15,0.1,4,0.075,80,1.8572,0.0768
0.165,0.034,0.078,1.5,0.3,9,0.15,0.02,4,0.075,80,1.9521,0.1079
0.033,0.034,0.078,1.5,0.5,9,0.15,0.06,4,0.075,80,1.2195,0.0444
0.099,0.034,0.078,1.5,0.5,9,0.15,0.02,4,0.075,80,1.363,0.1523
0.099,0.0204,0.078,1.5,0.5,9,0.15,0.06,4,0.075,80,1.3322,0.098
0.165,0.0204,0.078,1.5,0.5,9,0.15,0.02,4,0.075,80,1.3498,0.2626
0.099,0.0204,0.13,1.5,0.1,9,0.15,0.1,4,0.075,80,1.7196,0.1337
0.099,0.0204,0.13,1.5,0.3,9,0.15,0.06,4,0.075,80,2.1463,0.0477
0.165,0.0068,0.13,1.5,0.1,9,0.15,0.1,4,0.075,80,1.7274,0.1407
0.099,0.0068,0.13,1.5,0.3,9,0.15,0.1,4,0.075,80,1.7321,0.2863
0.165,0.0068,0.13,1.5,0.5,9,0.15,0.02,4,0.075,80,1.3629,0.1045
0.33,0.034,0.026,1.5,0.1,9,0.15,0.02,4,0.075,80,2.087,0.4419
0.033,0.0204,0.026,1.5,0.3,9,0.15,0.2,4,0.075,80,2.0901,0.2496
0.099,0.0068,0.026,1.5,0.3,9,0.15,0.2,4,0.075,80,1.9623,0.1101
0.033,0.0068,0.026,1.5,1,9,0.15,0.1,4,0.075,80,0.1927,0.0312
0.099,0.0068,0.078,1.5,1,9,0.15,0.02,4,0.075,80,0.2009,0.0359
0.099,0.068,0.026,1.5,0.1,9,0.15,0.02,4,0.225,80,1.7639,0.1316
0.165,0.034,0.078,1.5,0.5,9,0.15,0.02,4,0.075,80,1.3599,0.0483
0.099,0.0204,0.078,1.5,0.5,9,0.15,0.1,4,0.075,80,1.3513,0.0619
0.165,0.068,0.026,1.5,0.3,9,0.15,0.02,4,0.075,80,1.7386,0.2222
0.033,0.068,0.078,1.5,0.1,9,0.15,0.1,4,0.075,80,2.0944,0.138
0.099,0.068,0.078,1.5,0.1,9,0.15,0.06,4,0.075,80,2.1183,0.1405
0.033,0.0204,0.026,1.5,0.5,9,0.15,0.2,4,0.075,80,1.3125,0.0855
0.033,0.0204,0.026,1.5,1,9,0.15,0.1,4,0.075,80,0.1598,0.0333
0.33,0.0204,0.078,1.5,0.3,9,0.15,0.02,4,0.075,80,1.8493,0.2143
0.099,0.068,0.026,1.5,0.3,9,0.15,0.02,4,0.225,80,1.8238,0.2103
0.033,0.068,0.026,1.5,0.5,9,0.15,0.02,4,0.225,80,1.2888,0.0359
0.165,0.0204,0.078,1.5,0.5,9,0.15,0.1,4,0.075,80,1.5699,0.1126
0.099,0.068,0.026,1.5,0.3,9,0.15,0.1,4,0.075,80,1.7917,0.2996
0.165,0.068,0.026,1.5,0.3,9,0.15,0.06,4,0.075,80,1.9293,0.1346
0.165,0.068,0.078,1.5,0.1,9,0.15,0.06,4,0.075,80,2.1504,0.1963
0.33,0.034,0.026,1.5,0.1,9,0.15,0.1,4,0.075,80,2.1088,0.2862
0.099,0.034,0.026,1.5,0.3,9,0.15,0.2,4,0.075,80,1.9438,0.019
0.033,0.034,0.078,1.5,0.3,9,0.15,0.2,4,0.075,80,2.1097,0.1088
0.165,0.0204,0.078,1.5,1,9,0.15,0.02,4,0.075,80,0.1515,0.0482
0.099,0.0068,0.078,1.5,0.5,9,0.15,0.2,4,0.075,80,1.2961,0.1565
0.165,0.0068,0.078,1.5,1,9,0.15,0.06,4,0.075,80,0.1522,0.0248
0.033,0.068,0.026,1.5,1,9,0.15,0.02,4,0.075,80,0.1298,0.0231
0.033,0.068,0.078,1.5,0.5,9,0.15,0.1,4,0.075,80,1.1405,0.2561
0.033,0.034,0.078,1.5,1,9,0.15,0.1,4,0.075,80,0.2021,0.0132
0.33,0.0204,0.026,1.5,0.1,9,0.15,0.2,4,0.075,80,1.6131,0.2395
0.33,0.034,0.026,1.5,0.5,9,0.15,0.1,4,0.075,80,0.9807,0.3367
0.165,0.068,0.13,1.5,0.5,9,0.15,0.02,4,0.075,80,1.463,0.0246
0.33,0.0204,0.026,1.5,0.3,9,0.15,0.2,4,0.075,80,1.9079,0.1812
0.33,0.034,0.026,1.5,1,9,0.15,0.06,4,0.075,80,0.0801,0.0163
0.33,0.034,0.078,1.5,0.1,9,0.15,0.2,4,0.075,80,1.91,0.3586
0.033,0.068,0.13,1.5,0.3,9,0.15,0.2,4,0.075,80,1.7093,0.2557
0.33,0.034,0.026,1.5,1,9,0.15,0.1,4,0.075,80,0.1344,0.0477
0.099,0.0068,0.026,1.5,0.3,9,0.45,0.02,4,0.075,80,2.0171,0.078
0.099,0.0068,0.078,1.5,0.1,9,0.45,0.02,4,0.075,80,2.6163,0.0106
0.165,0.0068,0.078,1.5,0.1,9,0.45,0.02,4,0.075,80,2.2771,0.0634
0.099,0.034,0.026,1.5,0.1,9,0.45,0.06,4,0.075,80,2.23,0.2116
0.033,0.0204,0.026,1.5,0.3,9,0.45,0.1,4,0.075,80,2.0554,0.0745
0.165,0.0068,0.026,1.5,0.3,9,0.45,0.06,4,0.075,80,1.7291,0.5503
0.033,0.0068,0.078,1.5,0.3,9,0.45,0.1,4,0.075,80,1.9348,0.1976
0.165,0.034,0.026,1.5,0.1,9,0.45,0.06,4,0.075,80,2.1258,0.3642
