nad,folinic_acid,coa,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,camp,K_gluta,yield,yield_std
0.033,0.0068,0.026,1.5,0.3,9,0.45,0.02,4,0.225,80,1.9535,0.0245
0.033,0.034,0.078,1.5,0.1,9,0.45,0.02,4,0.225,80,1.8142,0.0941
0.099,0.0068,0.026,1.5,0.3,9,0.45,0.06,4,0.225,80,2.0439,0.0611
0.033,0.034,0.13,1.5,0.1,9,0.45,0.06,4,0.075,80,1.782,0.0448
0.099,0.0068,0.13,1.5,0.1,9,0.45,0.1,4,0.075,80,1.8728,0.0447
0.165,0.0068,0.13,1.5,0.3,9,0.45,0.02,4,0.075,80,1.9177,0.0666
0.033,0.034,0.026,1.5,0.3,9,0.45,0.06,4,0.225,80,1.9658,0.0304
0.165,0.0204,0.078,1.5,0.3,9,0.45,0.06,4,0.075,80,2.0227,0.1045
0.033,0.0204,0.078,1.5,0.5,9,0.45,0.1,4,0.075,80,1.7019,0.0357
0.033,0.0068,0.026,1.5,1,9,0.45,0.1,4,0.075,80,0.1707,0.0291
0.033,0.0068,0.078,1.5,1,9,0.45,0.06,4,0.075,80,0.2547,0.046
0.033,0.034,0.078,1.5,0.5,9,0.45,0.1,4,0.075,80,1.741,0.019
0.033,0.034,0.13,1.5,0.5,9,0.45,0.06,4,0.075,80,1.7868,0.0654
0.165,0.0204,0.13,1.5,0.3,9,0.45,0.06,4,0.075,80,2.1257,0.112
0.099,0.0204,0.078,1.5,0.1,9,0.45,0.2,4,0.075,80,2.1255,0.1903
0.033,0.0204,0.078,1.5,0.3,9,0.45,0.2,4,0.075,80,2.1818,0.1187
0.33,0.0068,0.026,1.5,0.5,9,0.45,0.06,4,0.075,80,1.7376,0.0827
0.165,0.0068,0.026,1.5,1,9,0.45,0.06,4,0.075,80,0.1723,0.0358
0.165,0.068,0.026,1.5,0.1,9,0.45,0.02,4,0.225,80,2.1308,0.2101
0.099,0.0204,0.078,1.5,1,9,0.45,0.02,4,0.075,80,0.2877,0.0267
0.33,0.0068,0.13,1.5,0.1,9,0.45,0.06,4,0.075,80,2.1271,0.1347
0.033,0.068,0.13,1.5,0.3,9,0.45,0.06,4,0.075,80,2.0471,0.0459
0.099,0.068,0.13,1.5,0.3,9,0.45,0.02,4,0.075,80,2.1244,0.0234
0.033,0.034,0.078,1.5,1,9,0.45,0.06,4,0.075,80,0.2933,0.0642
0.033,0.0204,0.13,1.5,0.3,9,0.45,0.2,4,0.075,80,2.0054,0.0225
0.033,0.0068,0.026,1.5,1,9,0.45,0.2,4,0.075,80,0.1471,0.0018
0.099,0.034,0.026,1.5,0.5,9,0.45,0.2,4,0.075,80,1.7774,0.074
0.33,0.034,0.078,1.5,0.3,9,0.45,0.06,4,0.075,80,2.1546,0.166
0.099,0.0204,0.078,1.5,0.5,9,0.45,0.2,4,0.075,80,1.8186,0.0868
0.033,0.034,0.078,1.5,1,9,0.45,0.1,4,0.075,80,0.333,0.0469
0.165,0.034,0.026,1.5,1,9,0.45,0.1,4,0.075,80,0.1928,0.0197
0.099,0.068,0.026,1.5,0.5,9,0.45,0.2,4,0.075,80,1.6669,0.0481
0.33,0.068,0.078,1.5,0.3,9,0.45,0.06,4,0.075,80,2.104,0.0971
0.33,0.068,0.026,1.5,0.1,9,0.45,0.2,4,0.075,80,2.0175,0.0491
0.033,0.068,0.026,1.5,1,9,0.45,0.2,4,0.075,80,0.2745,0.0128
0.033,0.0068,0.026,1.5,0.5,9,0.75,0.02,4,0.075,80,1.459,0.0455
0.165,0.0068,0.026,1.5,0.3,9,0.75,0.02,4,0.075,80,2.2497,0.0517
0.099,0.0204,0.078,1.5,0.1,9,0.75,0.02,4,0.075,80,2.3741,0.0307
0.033,0.0068,0.026,1.5,0.5,9,0.75,0.06,4,0.075,80,1.6824,0.0326
0.165,0.034,0.026,1.5,0.1,9,0.75,0.02,4,0.075,80,2.3389,0.0504
0.099,0.0068,0.078,1.5,0.1,9,0.75,0.1,4,0.075,80,2.313,0.0542
0.099,0.0204,0.026,1.5,0.3,9,0.75,0.1,4,0.075,80,2.2537,0.0465
0.165,0.0068,0.026,1.5,0.3,9,0.75,0.1,4,0.075,80,2.199,0.027
0.099,0.034,0.026,1.5,0.3,9,0.75,0.1,4,0.075,80,2.0771,0.1773
0.165,0.0204,0.078,1.5,0.1,9,0.75,0.1,4,0.075,80,1.9267,0.347
0.033,0.034,0.026,1.5,0.1,9,0.75,0.2,4,0.075,80,2.3158,0.0597
0.33,0.0068,0.026,1.5,0.1,9,0.75,0.1,4,0.075,80,2.3832,0.0202
0.165,0.068,0.026,1.5,0.1,9,0.75,0.06,4,0.075,80,2.2781,0.1114
0.099,0.068,0.078,1.5,0.3,9,0.75,0.02,4,0.075,80,2.1636,0.0423
0.165,0.068,0.078,1.5,0.1,9,0.75,0.06,4,0.075,80,2.1594,0.0519
0.165,0.068,0.026,1.5,0.3,9,0.75,0.1,4,0.075,80,2.195,0.0547
0.165,0.068,0.078,1.5,0.1,9,0.75,0.1,4,0.075,80,2.1443,0.0741
0.099,0.068,0.026,1.5,0.3,9,0.75,0.2,4,0.075,80,2.3068,0.0462
