nad,folinic_acid,coa,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,camp,K_gluta,yield,yield_std
0.033,0.034,0.026,0.75,0.1,15,0.15,0.02,2,0.225,40,0.466,0.2224
0.033,0.0204,0.026,0.75,0.1,15,0.15,0.06,2,0.225,40,0.4483,0.1659
0.099,0.034,0.078,0.75,0.1,15,0.15,0.06,1.2,0.075,40,0.253,0.1927
0.033,0.0068,0.078,0.75,0.3,15,0.15,0.06,2,0.075,40,1.1695,0.0453
0.165,0.0204,0.026,0.45,0.3,15,0.15,0.02,2,0.075,40,1.1407,0.0128
0.165,0.0068,0.078,0.45,0.1,15,0.15,0.06,2,0.075,40,0.6847,0.249
0.099,0.0204,0.026,0.75,0.1,15,0.15,0.02,2,0.225,40,0.7279,0.1009
0.099,0.0068,0.026,0.75,0.5,15,0.15,0.02,2,0.075,40,1.0843,0.0392
0.033,0.0204,0.078,0.75,0.1,15,0.15,0.02,2,0.225,40,0.3209,0.0441
0.033,0.034,0.078,0.75,0.1,9,0.15,0.1,2,0.075,40,1.0293,0.0329
0.099,0.0204,0.026,0.75,0.1,15,0.15,0.1,2,0.075,40,0.8653,0.0334
0.033,0.034,0.026,0.75,0.3,15,0.15,0.06,2,0.075,40,1.2263,0.0406
0.099,0.0068,0.078,0.75,0.1,15,0.15,0.1,2,0.075,40,0.8727,0.0821
0.099,0.0204,0.026,0.75,0.3,15,0.15,0.06,2,0.075,40,1.2087,0.0561
0.165,0.034,0.078,0.45,0.1,15,0.15,0.02,2,0.075,40,0.8769,0.0232
0.099,0.0204,0.13,0.75,0.1,15,0.15,0.02,2,0.075,40,0.8376,0.0402
0.033,0.0068,0.13,0.75,0.1,15,0.15,0.1,2,0.075,40,0.8009,0.1111
0.033,0.034,0.026,0.75,0.5,15,0.15,0.02,2,0.075,40,1.0897,0.0316
0.099,0.034,0.026,0.75,0.3,15,0.15,0.1,1.2,0.075,40,1.0837,0.0487
0.099,0.034,0.026,0.75,0.1,15,0.15,0.02,2,0.225,40,0.7694,0.0284
0.165,0.0068,0.078,0.45,0.1,15,0.15,0.1,2,0.075,40,0.8219,0.1558
0.165,0.0204,0.026,0.75,0.1,15,0.15,0.1,2,0.075,40,0.7834,0.0695
0.165,0.0068,0.026,0.75,0.3,15,0.15,0.1,2,0.075,40,1.1937,0.0327
0.099,0.0204,0.078,0.75,0.1,15,0.15,0.1,2,0.075,40,0.9511,0.1104
0.165,0.0204,0.13,0.75,0.1,15,0.15,0.02,2,0.075,40,0.8495,0.0175
0.033,0.034,0.026,0.75,0.1,15,0.15,0.1,2,0.225,40,0.7115,0.0455
0.165,0.034,0.078,0.75,0.1,9,0.15,0.1,2,0.075,40,0.9824,0.0173
0.165,0.034,0.026,0.75,0.3,9,0.15,0.1,2,0.075,40,1.1399,0.0301
0.165,0.034,0.078,0.75,0.1,15,0.15,0.06,2,0.075,40,0.665,0.1425
0.033,0.034,0.026,0.75,0.1,15,0.45,0.02,0.4,0.075,40,0.5922,0.055
0.033,0.0204,0.026,0.75,0.1,15,0.45,0.02,1.2,0.075,40,1.0004,0.0645
0.033,0.0068,0.078,0.75,0.1,15,0.45,0.02,1.2,0.075,40,0.7197,0.2695
0.033,0.0068,0.078,0.75,0.1,15,0.45,0.02,2,0.075,40,1.1127,0.0463
0.099,0.034,0.026,0.75,0.1,15,0.45,0.02,1.2,0.075,40,0.8959,0.075
0.033,0.0068,0.026,0.75,0.3,15,0.45,0.02,2,0.075,40,1.3423,0.0555
0.099,0.0204,0.026,0.75,0.1,15,0.45,0.06,1.2,0.075,40,0.9229,0.1169
0.099,0.0204,0.026,0.75,0.1,9,0.45,0.06,2,0.075,40,1.1256,0.0695
0.033,0.034,0.026,0.75,0.1,15,0.45,0.02,2,0.075,40,1.1702,0.0467
0.033,0.034,0.026,0.75,0.1,15,0.45,0.1,1.2,0.075,40,0.9638,0.0549
0.033,0.0204,0.026,0.75,0.3,15,0.45,0.02,2,0.075,40,1.4587,0.0301
0.033,0.0068,0.078,0.75,0.1,15,0.45,0.1,2,0.075,40,1.0536,0.0351
0.165,0.0204,0.026,0.75,0.1,15,0.75,0.02,2,0.075,40,1.265,0.0334
