nad,folinic_acid,coa,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,camp,K_gluta,yield,yield_std
0.033,0.034,0.026,0.45,0.5,3,0.15,0.06,1.2,0.075,40,0.5999,0.0139
0.033,0.034,0.026,0.75,0.3,9,0.15,0.02,1.2,0.075,40,1.1887,0.0445
0.033,0.034,0.026,0.75,0.3,9,0.15,0.1,1.2,0.075,24,0.8497,0.0054
0.033,0.034,0.026,0.75,0.3,3,0.15,0.1,2,0.075,24,0.7496,0.0389
0.099,0.034,0.026,0.75,0.5,3,0.15,0.02,1.2,0.075,40,1.0153,0.0352
0.033,0.034,0.078,0.75,0.5,3,0.15,0.1,2,0.075,8,0.4585,0.0164
0.033,0.034,0.078,0.75,0.5,3,0.15,0.1,1.2,0.075,24,0.641,0.011
0.099,0.034,0.026,0.75,0.5,3,0.15,0.1,2,0.075,8,0.4374,0.0081
0.033,0.034,0.026,0.75,0.5,3,0.15,0.02,2,0.225,24,0.7063,0.0175
0.033,0.034,0.026,0.75,0.5,3,0.15,0.1,2,0.225,8,0.4925,0.0112
0.033,0.034,0.026,0.75,0.5,9,0.15,0.02,1.2,0.075,40,1.0668,0.0087
0.033,0.034,0.026,0.75,0.3,9,0.15,0.06,1.2,0.075,40,1.1033,0.0156
0.033,0.034,0.078,0.75,0.5,3,0.15,0.06,1.2,0.075,40,0.8882,0.0317
0.033,0.034,0.026,0.75,0.3,3,0.15,0.02,2,0.225,40,1.0518,0.0347
0.033,0.034,0.026,0.75,0.5,3,0.15,0.06,1.2,0.225,40,0.9854,0.0133
0.033,0.034,0.078,0.75,0.5,3,0.15,0.02,2,0.075,40,0.9263,0.0592
0.099,0.034,0.026,0.75,0.5,3,0.15,0.1,1.2,0.075,40,0.9743,0.0545
0.033,0.0204,0.078,0.75,0.5,3,0.15,0.06,2,0.075,40,0.9501,0.036
0.033,0.034,0.026,0.75,0.5,9,0.15,0.02,2,0.075,40,1.0818,0.0361
0.033,0.0204,0.026,0.75,0.5,9,0.15,0.06,2,0.075,40,1.1278,0.017
0.033,0.034,0.13,0.75,0.5,3,0.15,0.06,2,0.075,40,0.8782,0.0085
0.033,0.034,0.026,0.75,0.3,3,0.45,0.02,0.4,0.075,8,0.4817,0.012
0.033,0.034,0.026,0.75,0.1,3,0.45,0.06,0.4,0.075,24,0.5909,0.2017
0.033,0.0204,0.026,0.75,0.1,3,0.45,0.02,0.4,0.075,40,1.0443,0.0419
0.033,0.034,0.026,0.75,0.3,3,0.45,0.06,1.2,0.075,8,0.474,0.0088
0.033,0.0204,0.026,0.75,0.5,3,0.45,0.02,0.4,0.075,40,0.7546,0.0657
0.033,0.0204,0.026,0.75,0.5,3,0.45,0.1,1.2,0.075,8,0.42,0.0161
0.033,0.034,0.026,0.75,0.5,3,0.45,0.02,2,0.075,8,0.4503,0.0111
0.033,0.0204,0.026,0.75,0.3,3,0.45,0.02,1.2,0.075,40,1.2508,0.0327
0.033,0.0204,0.026,0.75,0.3,3,0.45,0.02,2,0.075,24,0.8915,0.0146
0.033,0.0204,0.026,0.75,0.3,3,0.45,0.1,0.4,0.075,40,1.2402,0.079
0.033,0.0204,0.026,0.75,0.1,3,0.45,0.06,1.2,0.075,40,1.1232,0.0198
0.033,0.034,0.026,0.75,0.1,3,0.45,0.06,1.2,0.075,40,1.0791,0.1096
0.033,0.034,0.078,0.75,0.5,3,0.45,0.02,0.4,0.075,40,0.8831,0.0243
0.033,0.034,0.078,0.75,0.5,3,0.45,0.1,0.4,0.075,24,0.6555,0.035
0.099,0.034,0.026,0.75,0.5,3,0.45,0.02,1.2,0.075,24,0.7072,0.0076
0.033,0.0068,0.026,0.75,0.3,3,0.45,0.02,2,0.075,40,1.2493,0.0199
0.033,0.034,0.078,0.75,0.1,3,0.45,0.1,0.4,0.075,40,1.0088,0.0282
0.033,0.034,0.026,0.75,0.5,3,0.45,0.1,0.4,0.075,40,1.028,0.0334
0.033,0.034,0.026,0.75,0.1,3,0.45,0.02,2,0.075,40,1.2239,0.0498
0.033,0.034,0.026,0.75,0.5,3,0.45,0.1,1.2,0.075,24,0.7324,0.0125
0.033,0.034,0.026,0.75,0.3,3,0.45,0.06,2,0.075,24,0.7992,0.029
0.033,0.0204,0.026,0.75,0.3,3,0.45,0.1,1.2,0.075,40,1.1546,0.0359
0.033,0.034,0.078,0.75,0.3,3,0.45,0.1,1.2,0.075,24,0.797,0.0081
0.033,0.034,0.026,0.75,0.5,3,0.45,0.06,1.2,0.075,40,1.0159,0.0379
0.033,0.0204,0.026,0.75,0.5,3,0.45,0.02,2,0.075,40,0.9702,0.0356
0.033,0.034,0.078,0.75,0.5,3,0.45,0.1,2,0.075,8,0.419,0.0218
0.099,0.034,0.026,0.75,0.1,3,0.45,0.02,2,0.075,40,1.2361,0.1669
0.033,0.034,0.026,0.75,0.5,9,0.45,0.02,1.2,0.075,40,1.1328,0.0586
0.033,0.034,0.026,0.75,0.5,9,0.45,0.02,2,0.075,24,0.9625,0.0478
0.033,0.034,0.026,0.75,0.1,9,0.45,0.02,2,0.075,40,1.2797,0.1395
0.033,0.034,0.026,0.75,0.5,9,0.45,0.1,2,0.075,8,0.641,0.023
0.033,0.034,0.026,0.75,0.5,9,0.45,0.1,1.2,0.075,24,0.9121,0.027
0.033,0.034,0.078,0.75,0.5,3,0.45,0.06,1.2,0.075,40,0.8766,0.0344
0.099,0.034,0.026,0.75,0.3,3,0.45,0.1,1.2,0.075,40,1.2551,0.1222
0.033,0.034,0.026,0.75,0.5,3,0.45,0.06,2,0.075,40,0.9949,0.0251
0.033,0.034,0.078,0.75,0.5,3,0.45,0.1,1.2,0.075,40,0.9232,0.0233
0.033,0.034,0.078,0.75,0.5,3,0.45,0.1,2,0.075,24,0.6725,0.0625
0.099,0.034,0.026,0.75,0.1,3,0.45,0.1,2,0.075,40,1.254,0.0509
0.033,0.034,0.026,0.75,0.5,9,0.45,0.1,1.2,0.075,40,1.2481,0.0357
0.033,0.034,0.026,0.75,0.3,9,0.45,0.06,2,0.075,40,1.5358,0.0297
0.033,0.034,0.078,0.75,0.5,3,0.45,0.06,2,0.075,40,0.9695,0.0341
0.099,0.034,0.026,0.75,0.5,3,0.45,0.06,2,0.075,40,1.1003,0.0477
0.033,0.034,0.026,0.75,0.3,3,0.75,0.02,1.2,0.075,8,0.4122,0.0097
0.033,0.0204,0.026,0.75,0.5,3,0.75,0.02,0.4,0.075,24,0.3295,0.0073
0.033,0.034,0.026,0.75,0.1,3,0.75,0.1,1.2,0.075,8,0.4675,0.0089
0.033,0.034,0.026,0.75,0.1,3,0.75,0.1,0.4,0.075,24,0.7187,0.0342
0.033,0.0204,0.026,0.75,0.5,3,0.75,0.02,2,0.075,8,0.3417,0.0067
0.033,0.034,0.026,0.75,0.5,3,0.75,0.1,1.2,0.075,8,0.2624,0.0612
0.033,0.0204,0.026,0.75,0.5,3,0.75,0.06,0.4,0.075,40,0.5179,0.075
0.033,0.0068,0.026,0.75,0.5,3,0.75,0.02,2,0.075,24,0.3535,0.0385
0.033,0.0068,0.026,0.75,0.5,3,0.75,0.1,1.2,0.075,40,0.515,0.033
0.033,0.034,0.078,0.75,0.5,3,0.75,0.06,2,0.075,8,0.3387,0.0025
0.033,0.034,0.078,0.75,0.3,3,0.75,0.06,2,0.075,24,0.7057,0.038
0.033,0.034,0.026,0.45,0.5,3,0.75,0.02,2,0.075,40,0.4177,0.016
0.033,0.034,0.026,0.75,0.5,9,0.75,0.02,1.2,0.075,40,0.945,0.1295
0.033,0.034,0.026,0.75,0.1,9,0.75,0.02,2,0.075,40,1.3119,0.107
0.033,0.034,0.026,0.75,0.5,3,0.75,0.1,1.2,0.075,40,0.4674,0.0223
0.033,0.034,0.026,0.45,0.5,3,0.75,0.06,2,0.075,40,0.3242,0.053
0.033,0.034,0.026,0.75,0.3,9,0.75,0.1,1.2,0.075,40,1.2284,0.054
0.033,0.0204,0.026,0.75,0.5,9,0.75,0.02,2,0.075,40,0.9331,0.0314
0.033,0.0204,0.026,0.75,0.5,3,0.75,0.1,2,0.075,40,0.5486,0.0081
0.033,0.034,0.026,0.75,0.5,9,0.75,0.1,2,0.075,40,0.9929,0.0278
