HEPES,HEPES_pH8.0,HEPES_pH7.4,HEPES_pH7.6,HEPES_pH7.8,HEPES_pH7.2,HEPES_pH7.0,MgCl2,CP,Bicarbonate,Formate,CoA,B12,ATP,NADPH,Pco,Ccr,Epi,Mcm,Scr,Ssr,Hbs,Hbd,Ecm,Mco,Mch,Mcl,KatE,Fdh,CA,Gor,CK,Well_Name_1,Well_Name_2,Well_Name_3,Value_1,Value_2,Value_3,yield,yield_std
175,1,0,0,0,0,0,5,20,10,5,4,0.8,3,5,0.478375,0.6167,2.2335,1.2166,5.23095,4.968,3.636,3.737475,1.153,6.84425,1.1344,1.99,7.38585,5.824,0.03335,0.55235,1.17647,B3,B11,B19,74.06699,46.0517,60.46875,60.19581333,14.00963916
100,0,0,1,0,0,0,25,20,40,20,0.5,1,2,3.75,0.669725,2.4668,1.489,2.889425,2.615475,0.552,14.9076,1.601775,2.306,34.22125,1.1344,1.194,7.38585,13.104,0.03335,0.828525,1.96078,B4,B12,B20,63.63842,94.55058,72.88444,77.02448,15.86648535
200,0,1,0,0,0,0,2.5,5,60,60,0.5,0,2,5,3.0616,0.30835,4.467,1.52075,1.74365,2.76,0.3636,5.33925,0.28825,62.9671,2.2688,14.726,2.46195,30.576,0.0667,2.485575,0.78431,B5,B13,B21,443.6774,438.4986,495.1155,459.0971667,31.30008378
50,0,0,1,0,0,0,12.5,60,10,0,0,0,6,10,5.3578,2.15845,5.2115,0.6083,5.23095,1.656,1.818,4.805325,2.01775,5.4754,2.2688,8.358,4.9239,7.28,0.116725,1.933225,1.17647,B6,B14,B22,194.3483,230.5446,190.1056,204.9995,22.22418112
50,0,0,0,0,0,1,12.5,5,40,5,0.25,0.4,7,3.75,7.175625,1.8501,0.7445,2.889425,3.4873,2.76,19.998,5.33925,1.7295,19.1639,1.1344,0.796,3.2826,23.296,0.083375,1.1047,2.74509,B7,B15,B23,263.0403,241.4847,271.9487,258.8245667,15.66343288
150,0,1,0,0,0,0,25,60,60,2.5,4,0.4,9,1.25,0.478375,0.92505,5.956,2.12905,5.23095,1.104,0.7272,3.737475,2.306,9.58195,1.9852,3.582,8.2065,72.8,0.1334,0.828525,3.13725,B8,B16,B24,56.18723,66.07573,99.0386,73.76718667,22.43722035
25,1,0,0,0,0,0,15,5,10,40,0.5,0.4,4,10,0.287025,0.92505,4.467,0.30415,6.9746,1.104,2.5452,4.805325,0.86475,19.1639,2.2688,1.99,4.9239,30.576,0.0667,2.2094,3.5294,C1,C9,C17,238.8937,222.4615,214.8474,225.4008667,12.28967222
50,0,0,0,0,0,1,0,80,100,5,0.25,0.4,5,6.25,1.243775,2.4668,3.7225,1.52075,1.74365,2.208,2.5452,0.533925,0.28825,9.58195,1.418,11.144,6.5652,2.912,0.1334,1.1047,3.13725,C2,C10,C18,35.00682,38.63158,30.70695,34.78178333,3.9671049
25,0,0,0,1,0,0,25,20,80,5,0.25,0.1,3,2.5,0.95675,0.6167,4.467,1.52075,13.077375,2.76,2.5452,1.601775,0.28825,9.58195,1.9852,2.786,4.10325,5.824,0.083375,2.485575,1.56862,C3,C11,C19,136.6806,108.8907,106.7156,117.4289667,16.70783662
50,0,0,0,1,0,0,0,40,60,0,1,0.1,7,2.5,3.0616,1.8501,1.489,0.6083,6.9746,4.968,14.9076,4.2714,1.44125,84.8687,0.8508,14.726,8.2065,2.912,0.0667,1.65705,3.5294,C4,C12,C20,157.2143,271.5005,158.664,195.7929333,65.56868266
25,0,1,0,0,0,0,15,0,2.5,20,0,0.6,1,2.5,0.19135,1.54175,1.489,2.12905,5.23095,4.968,3.636,4.805325,2.59425,5.4754,0.8508,8.358,2.46195,72.8,0.116725,1.380875,2.74509,C5,C13,C21,26.12767,58.42097,33.43161,39.32675,16.93454496
75,0,0,0,1,0,0,2.5,80,5,60,0.25,0,0,3.75,1.72215,1.8501,2.978,0.6083,6.9746,2.208,1.818,0.533925,0.86475,26.00815,1.7016,0.796,4.9239,1.456,0.1334,1.1047,2.74509,C6,C14,C22,70.15242,78.40852,73.34597,73.96897,4.163159083
100,0,0,1,0,0,0,15,5,20,80,0.25,1,5,2.5,0.478375,0.92505,2.2335,2.12905,17.4365,3.312,3.636,0.533925,0.5765,84.8687,2.5524,1.592,0.82065,7.28,0.10005,2.485575,0.78431,C7,C15,C23,156.0028,218.4681,174.9002,183.1237,32.03432363
150,0,0,1,0,0,0,17.5,10,10,5,0.25,0.2,0,3.75,0.287025,0.6167,4.467,0.6083,17.4365,4.416,35.9964,1.06785,2.8825,26.00815,0.8508,1.592,1.6413,72.8,0.03335,1.1047,0.39216,C8,C16,C24,118.0875,110.256,62.01715,96.78688333,30.36501054
175,0,1,0,0,0,0,5,10,10,20,0.25,0.1,1,6.25,0.3827,0.30835,2.978,0.30415,17.4365,3.312,4.7268,2.1357,1.7295,2.7377,0.8508,1.592,5.74455,4.368,0.016675,0.828525,3.13725,D1,D9,D17,68.24462,66.00276,64.46129,66.23622333,1.902439307
25,0,0,1,0,0,0,20,60,60,100,0.5,0,3,7.5,0.3827,2.4668,4.467,0.91245,9.590075,2.208,3.636,3.20355,0.5765,13.6885,1.1344,2.786,4.10325,40.768,0.116725,2.485575,2.74509,D2,D10,D18,201.6679,175.1116,224.2038,200.3277667,24.5735222
150,0,0,0,0,0,1,25,2.5,100,100,1,0,2,2.5,1.243775,1.54175,5.2115,2.12905,1.74365,2.76,1.818,3.737475,2.8825,46.5409,1.9852,3.582,6.5652,13.104,0.1334,0.276175,3.13725,D3,D11,D19,196.6137,259.8499,211.3172,222.5936,33.09187431
75,0,0,1,0,0,0,7.5,0,2.5,100,0.25,0.4,0,3.75,0.095675,0.30835,2.978,0.456225,0.871825,3.864,0.3636,3.737475,2.01775,9.58195,0.5672,4.776,4.10325,5.824,0.1334,1.933225,1.96078,D4,D12,D20,11.66538,17.02014,10.5058,13.06377333,3.475022927
75,0,1,0,0,0,0,22.5,20,5,40,3,0.8,10,7.5,1.243775,3.0835,5.2115,1.2166,2.615475,0.552,3.636,0.533925,0.86475,26.00815,0.8508,1.99,1.6413,23.296,0.16675,1.1047,1.96078,D5,D13,D21,25.52116,26.44232,26.98912,26.31753333,0.741893136
25,0,0,0,0,1,0,22.5,40,20,10,5,0.6,6,5,0.478375,2.77515,5.2115,1.2166,17.4365,4.416,4.7268,4.805325,0.86475,9.58195,2.2688,0.796,7.38585,4.368,0.10005,2.485575,1.56862,D6,D14,D22,69.97952,74.06627,65.46921,69.83833333,4.300268645
200,0,0,0,0,0,1,12.5,20,2.5,80,3,0.6,1,3.75,1.243775,0.92505,0.7445,0.91245,1.74365,3.312,11.2716,2.669625,0.5765,9.58195,1.418,1.99,4.10325,13.104,0.0667,0.828525,0.78431,D7,D15,D23,24.29141,52.80406,22.53361,33.20969333,16.99196484
100,0,0,0,1,0,0,7.5,10,20,20,3,0.1,4,2.5,4.01835,1.8501,6.7005,1.2166,17.4365,3.864,1.818,1.06785,0.28825,113.61455,0.5672,3.582,7.38585,53.872,0.0667,0.55235,3.13725,D8,D16,D24,416.0982,343.7843,246.5538,335.4787667,85.0768024
125,1,0,0,0,0,0,17.5,80,2.5,2.5,0.25,1,10,10,2.2962,0.30835,2.2335,0.6083,13.077375,2.76,8.3628,4.805325,2.306,5.4754,0.2836,4.776,4.10325,5.824,0.03335,0.55235,0.78431,E1,E9,E17,161.1936,125.4325,144.522,143.7160333,17.89416818
25,0,0,0,0,0,1,15,5,5,5,2,0.1,10,3.75,1.72215,1.2334,2.2335,2.889425,5.23095,1.656,11.2716,1.06785,2.59425,26.00815,0.8508,3.582,2.46195,40.768,0.050025,1.933225,0.78431,E2,E10,E18,10.17141,14.46346,14.98742,13.20743,2.64229003
125,0,0,0,0,1,0,20,20,2.5,20,3,0.6,3,5,4.01835,1.8501,4.467,2.12905,3.4873,1.104,3.636,2.669625,2.306,13.6885,1.1344,14.726,1.6413,13.104,0.16675,0.828525,3.5294,E3,E11,E19,65.27955,63.24124,86.78749,71.76942667,13.04589386
200,1,0,0,0,0,0,22.5,40,100,60,0.5,0.1,1,2.5,0.095675,3.0835,2.978,1.2166,13.077375,1.656,11.2716,3.20355,2.306,46.5409,1.7016,1.99,4.9239,1.456,0.016675,1.380875,0.39216,E4,E12,E20,106.2183,122.2844,109.0861,112.5296,8.568731615
75,0,0,0,0,1,0,20,0,60,0,2,1,2,8.75,0.3827,2.4668,0.7445,1.2166,1.74365,4.416,26.9064,1.601775,2.01775,5.4754,1.418,11.144,2.46195,23.296,0.1334,1.933225,1.17647,E5,E13,E21,51.56662,53.01545,44.22973,49.60393333,4.710236002
150,0,0,0,0,0,1,25,2.5,100,0,4,0,4,8.75,3.0616,2.15845,1.489,0.6083,17.4365,1.656,26.9064,0.533925,1.153,9.58195,2.836,3.582,3.2826,1.456,0.16675,1.65705,2.35294,E6,E14,E22,222.6563,225.9526,223.7998,224.1362333,1.67370516
200,1,0,0,0,0,0,25,2.5,40,100,4,0.2,9,5,0.287025,0.30835,6.7005,0.91245,13.077375,2.76,0.3636,4.805325,0.5765,5.4754,0.8508,19.9,7.38585,5.824,0.150075,0.276175,3.13725,E7,E15,E23,86.71994,94.14399,77.48359,86.11584,8.346612166
125,0,0,0,1,0,0,0,5,20,20,0.5,0.8,2,8.75,3.0616,1.54175,3.7225,1.52075,0.871825,2.208,1.4544,4.805325,2.59425,113.61455,2.836,1.592,0.82065,2.912,0.03335,2.485575,0.78431,E8,E16,E24,33.97991,58.03567,63.06397,51.69318333,15.54480586
25,0,0,1,0,0,0,20,0,100,5,0.25,0.2,5,3.75,0.287025,1.54175,4.467,2.12905,13.077375,3.864,2.5452,5.33925,0.5765,62.9671,1.418,8.358,3.2826,5.824,0.1334,1.380875,1.17647,F1,F9,F17,106.1714,129.6821,128.0541,121.3025333,13.12920382
150,0,1,0,0,0,0,2.5,5,2.5,40,3,0,3,8.75,2.2962,2.4668,3.7225,0.91245,13.077375,4.968,6.1812,1.06785,1.153,1.36885,0.5672,6.368,3.2826,30.576,0.10005,1.933225,0.39216,F2,F10,F18,43.17293,46.70279,52.46791,47.44787667,4.692070855
50,0,0,1,0,0,0,0,0,60,100,1,0,9,3.75,4.01835,2.4668,3.7225,2.889425,9.590075,4.416,2.5452,3.20355,0.5765,4.10655,1.1344,3.582,8.2065,23.296,0.0667,1.65705,3.13725,F3,F11,F19,89.63651,104.081,119.2188,104.3121033,14.79249901
150,0,0,1,0,0,0,0,100,10,2.5,0,0.4,0,7.5,0.669725,1.54175,5.2115,2.12905,6.9746,3.312,1.0908,5.33925,2.306,5.4754,1.9852,14.726,0.82065,10.192,0.050025,2.485575,1.96078,F4,F12,F20,26.75606,29.86478,27.53572,28.05218667,1.617432649
125,0,0,0,0,0,1,20,5,20,5,0.5,0.4,9,8.75,0.669725,1.54175,5.956,0.152075,9.590075,1.656,6.1812,4.2714,1.44125,19.1639,0.5672,0.796,6.5652,5.824,0.1334,1.380875,0.78431,F5,F13,F21,140.3396,140.2071,140.6438,140.3968333,0.223905032
125,0,0,0,0,1,0,15,0,60,5,0.5,1,8,3.75,0.287025,1.2334,2.978,2.889425,2.615475,3.312,0.7272,2.669625,2.8825,6.84425,1.418,4.776,5.74455,13.104,0.050025,1.1047,3.5294,F6,F14,F22,73.74692,85.48018,83.13407,80.78705667,6.208760041
25,0,1,0,0,0,0,12.5,5,2.5,20,4,0.1,9,8.75,0.3827,1.2334,5.2115,1.52075,2.615475,0.552,0.7272,5.33925,2.306,26.00815,0.8508,14.726,0.82065,23.296,0.016675,0.276175,0.78431,F7,F15,F23,0,5.402258,4.606059,3.336105667,2.916450578
100,0,0,0,0,0,1,7.5,80,60,5,0.5,1,3,1.25,0.287025,1.2334,5.2115,0.91245,17.4365,1.104,4.7268,0.533925,2.59425,62.9671,1.1344,0.796,3.2826,2.912,0.03335,2.485575,2.74509,F8,F16,F24,79.30769,95.65979,104.4093,93.12559333,12.74124486
200,1,0,0,0,0,0,2.5,100,20,80,5,0.1,3,8.75,2.2962,1.2334,0.7445,0.30415,3.4873,1.104,8.3628,2.1357,1.7295,1.36885,0.2836,3.582,1.6413,7.28,0.10005,0.828525,1.96078,G1,G9,G17,125.499,86.04585,93.53838,101.69441,20.95300409
75,0,1,0,0,0,0,2.5,10,10,20,0.5,0.6,6,6.25,5.3578,1.2334,4.467,2.12905,6.9746,1.656,1.818,5.33925,2.8825,2.7377,2.5524,0.398,3.2826,5.824,0.16675,0.55235,1.17647,G2,G10,G18,105.8965,81.58531,92.86786,93.44989,12.16604122
25,1,0,0,0,0,0,0,0,5,2.5,0.25,0.6,2,10,0.3827,1.2334,1.489,0.30415,1.74365,3.864,26.9064,0.533925,0.28825,5.4754,2.2688,4.776,4.9239,53.872,0.016675,2.2094,2.35294,G3,G11,G19,123.3023,60.59066,60.68528,81.52608,36.17929873
100,1,0,0,0,0,0,22.5,2.5,60,60,3,0.1,6,5,5.3578,0.92505,6.7005,2.889425,13.077375,4.968,3.636,0.533925,2.306,6.84425,0.8508,1.592,1.6413,7.28,0.050025,1.380875,2.74509,G4,G12,G20,201.5378,197.9044,220.569,206.6704,12.1728678
75,1,0,0,0,0,0,15,0,2.5,40,0.5,0.1,2,7.5,0.3827,2.15845,3.7225,0.30415,6.9746,3.864,2.5452,5.33925,1.7295,6.84425,2.2688,14.726,0.82065,40.768,0.10005,0.55235,1.96078,G5,G13,G21,223.8697,237.9665,264.3129,242.0497,20.52845582
25,0,0,0,0,1,0,15,10,40,40,2,0.2,1,6.25,0.19135,0.30835,0.7445,0.91245,0.871825,2.208,11.2716,3.737475,2.306,5.4754,0.5672,2.786,1.6413,23.296,0.03335,0.828525,3.5294,G6,G14,G22,65.49749,83.32817,59.25878,69.36148,12.49126486
150,0,0,0,0,0,1,10,80,20,2.5,4,0.2,8,3.75,1.243775,0.30835,5.2115,0.6083,5.23095,1.656,0.3636,4.2714,0.5765,34.22125,2.836,6.368,3.2826,13.104,0.050025,1.380875,1.96078,G7,G15,G23,305.3555,305.3377,339.2783,316.6571667,19.59047815
100,0,0,0,1,0,0,15,10,60,100,0.25,1,3,8.75,2.2962,1.2334,5.956,1.2166,2.615475,0.552,8.3628,4.2714,2.8825,1.36885,2.2688,3.582,2.46195,7.28,0.116725,0.828525,0.39216,G8,G16,G24,28.05376,41.24893,79.15982,49.48750333,26.53041481
125,1,0,0,0,0,0,5,2.5,80,100,1,0.4,1,6.25,0.095675,2.15845,1.489,0.456225,2.615475,1.656,0.3636,5.33925,0.28825,19.1639,2.5524,1.99,6.5652,13.104,0.1334,0.276175,3.13725,H1,H9,H17,22.44112,30.85474,30.86202,28.05262667,4.85970869
25,0,0,1,0,0,0,20,5,100,2.5,0.25,0.6,5,8.75,0.478375,3.0835,6.7005,1.2166,0.871825,0.552,0.3636,4.2714,0.86475,5.4754,1.7016,11.144,0.82065,4.368,0.083375,0.276175,3.5294,H2,H10,H18,25.12535,18.36966,23.03045,22.17515333,3.458104414
125,0,0,0,0,0,1,22.5,0,100,60,0,0.2,2,8.75,0.19135,2.4668,0.7445,2.12905,0.871825,0.552,0.3636,2.669625,2.306,5.4754,2.2688,14.726,4.9239,30.576,0.1334,0.55235,0.78431,H3,H11,H19,20.23327,24.88766,23.22098,22.78063667,2.358233079
175,0,0,0,1,0,0,15,10,10,100,0.5,0.4,6,8.75,0.478375,2.77515,6.7005,0.456225,2.615475,2.76,0.3636,4.805325,0.86475,62.9671,0.5672,8.358,6.5652,23.296,0.16675,0.276175,2.74509,H4,H12,H20,266.782,330.2193,286.0025,294.3346,32.52907431
75,0,0,0,1,0,0,12.5,80,40,0,0.5,0,9,5,0.287025,2.4668,1.489,1.52075,6.9746,2.208,14.9076,3.20355,2.01775,6.84425,1.7016,1.194,8.2065,72.8,0.0667,1.933225,2.74509,H5,H13,H21,191.4802,197.0083,242.9227,210.4704,28.24010984
50,0,0,1,0,0,0,7.5,2.5,100,0,3,0.1,5,10,0.3827,2.15845,0.7445,0.30415,0.871825,1.656,4.7268,1.06785,0.86475,4.10655,1.9852,0.796,1.6413,10.192,0.16675,1.380875,1.17647,H6,H14,H22,24.68997,35.6677,33.18957,31.18241333,5.757529627
100,0,0,0,0,1,0,7.5,40,2.5,60,3,0.4,7,7.5,0.95675,1.8501,5.2115,1.52075,1.74365,3.312,1.818,2.1357,1.153,26.00815,2.836,11.144,6.5652,10.192,0.10005,0.55235,1.17647,H7,H15,H23,140.0365,191.1513,147.7995,159.6624333,27.54501017
175,0,0,0,1,0,0,7.5,40,100,5,2,0.4,1,7.5,1.72215,1.2334,6.7005,0.152075,6.9746,2.76,14.9076,4.805325,0.86475,19.1639,1.7016,0.398,5.74455,2.912,0.083375,0.55235,3.5294,H8,H16,H24,104.235,159.1235,166.1815,143.18,33.91148198
25,0,1,0,0,0,0,12.5,2.5,5,100,1,0.1,2,5,0.669725,1.54175,5.956,1.52075,13.077375,0.552,6.1812,5.33925,2.306,1.36885,1.7016,3.582,4.10325,10.192,0.083375,0.55235,3.5294,I1,I9,I17,20.9219,48.01479,28.14805,32.36158,14.02931033
175,1,0,0,0,0,0,17.5,20,2.5,2.5,3,0.6,1,5,0.095675,0.92505,5.2115,0.6083,13.077375,4.416,4.7268,1.601775,0.5765,62.9671,1.1344,3.582,0.82065,23.296,0.116725,2.2094,3.5294,I2,I10,I18,233.3896,197.3766,214.2567,215.0076333,18.01823987
100,1,0,0,0,0,0,12.5,100,10,10,0,0,4,10,5.3578,2.77515,4.467,2.12905,1.74365,1.104,11.2716,2.669625,0.5765,9.58195,2.5524,11.144,6.5652,1.456,0.03335,0.828525,1.96078,I3,I11,I19,272.7205,259.059,216.8156,249.5317,29.14475159
125,0,1,0,0,0,0,22.5,20,100,20,0.25,0.2,6,6.25,0.478375,2.77515,5.2115,2.12905,3.4873,0.552,1.4544,4.805325,0.86475,84.8687,1.9852,3.582,3.2826,23.296,0.150075,2.2094,1.56862,I4,I12,I20,101.6337,155.3433,119.0527,125.3432333,27.40179538
50,0,1,0,0,0,0,0,0,60,40,2,1,3,10,0.287025,3.0835,1.489,0.91245,6.9746,4.968,0.3636,2.669625,0.86475,6.84425,2.2688,3.582,4.10325,7.28,0.1334,0.828525,2.74509,I5,I13,I21,7.592789,29.92012,16.31966,17.94418967,11.25196649
25,1,0,0,0,0,0,17.5,2.5,80,40,0.25,1,4,1.25,0.95675,0.30835,4.467,0.456225,2.615475,1.104,1.4544,0.533925,0.28825,2.7377,0.2836,1.99,1.6413,40.768,0.1334,1.380875,1.96078,I6,I14,I22,38.68861,57.29172,50.02129,48.66720667,9.375184354
50,0,0,0,1,0,0,2.5,60,80,80,0.25,1,5,6.25,0.3827,2.15845,5.956,0.91245,6.9746,1.104,1.818,1.06785,1.7295,6.84425,0.2836,1.194,4.9239,5.824,0.10005,1.933225,0.78431,I7,I15,I23,37.00225,67.98384,53.40304,52.79637667,15.49970193
100,0,0,0,0,0,1,2.5,5,5,80,0.25,0.6,5,8.75,0.3827,2.15845,0.7445,1.2166,2.615475,3.312,1.0908,5.33925,0.28825,62.9671,1.9852,1.592,0.82065,2.912,0.150075,0.55235,2.74509,I8,I16,I24,126.8277,141.412,130.3434,132.8610333,7.611130653
150,0,0,0,1,0,0,12.5,0,100,2.5,4,0,0,8.75,1.72215,0.92505,1.489,1.52075,17.4365,2.76,11.2716,1.06785,1.153,26.00815,1.1344,1.592,4.10325,1.456,0.116725,1.65705,1.17647,J1,J9,J17,121.7146,139.1476,128.8461,129.9027667,8.764404177
200,0,0,0,1,0,0,10,5,10,5,0.25,0.2,0,2.5,1.72215,2.4668,5.2115,0.91245,13.077375,2.76,14.9076,3.737475,2.306,9.58195,0.2836,3.582,5.74455,40.768,0.083375,1.933225,3.5294,J2,J10,J18,62.28782,71.31097,53.72828,62.44235667,8.792363624
50,1,0,0,0,0,0,22.5,40,20,0,2,1,4,6.25,1.72215,0.30835,0.7445,0.152075,0.871825,1.656,6.1812,1.601775,2.8825,62.9671,1.9852,11.144,3.2826,7.28,0.03335,0.276175,1.17647,J3,J11,J19,62.49241,70.78473,45.27171,59.51628333,13.01428234
100,0,0,0,1,0,0,5,0,60,60,0.5,0.1,2,7.5,1.72215,0.30835,5.956,2.889425,9.590075,4.968,1.818,2.669625,0.86475,6.84425,1.1344,2.786,8.2065,1.456,0.016675,2.485575,1.17647,J4,J12,J20,161.3989,178.1745,150.4722,163.3485333,13.95367905
175,1,0,0,0,0,0,15,0,40,40,1,0.4,9,2.5,0.095675,1.54175,5.956,0.91245,13.077375,2.208,0.7272,2.1357,0.5765,13.6885,2.2688,3.582,4.9239,72.8,0.016675,2.485575,2.35294,J5,J13,J21,212.2761,218.0572,228.7774,219.7035667,8.372939617
75,1,0,0,0,0,0,7.5,20,40,5,4,0.2,8,5,2.2962,0.92505,5.2115,0.30415,13.077375,4.416,0.7272,2.1357,2.306,9.58195,1.7016,0.796,8.2065,72.8,0.083375,1.933225,0.78431,J6,J14,J22,270.4059,328.4949,323.7135,307.5381,32.2461727
100,0,0,0,0,1,0,20,20,60,10,0.5,0,1,1.25,0.095675,2.15845,3.7225,0.91245,0.871825,1.656,2.5452,0.533925,1.44125,13.6885,0.8508,8.358,4.10325,5.824,0.083375,2.485575,0.39216,J7,J15,J23,172.451,181.3836,167.3887,173.7411,7.086083192
175,0,0,1,0,0,0,12.5,2.5,80,10,0.25,0.4,4,1.25,0.095675,3.0835,2.978,0.456225,6.9746,0.552,19.998,0.533925,0.28825,84.8687,2.5524,8.358,2.46195,2.912,0.116725,0.828525,3.5294,J8,J16,J24,98.55716,133.6277,104.1458,112.11022,18.84302745
100,0,0,1,0,0,0,15,40,2.5,60,0.25,0.1,7,5,0.95675,2.15845,4.467,0.30415,6.9746,2.208,3.636,5.33925,1.153,1.36885,1.418,8.358,6.5652,53.872,0.083375,0.828525,1.96078,K1,K9,K17,29.46068,44.14729,25.63866,33.08221,9.771333367
50,0,0,0,1,0,0,2.5,10,80,20,4,0.1,3,7.5,0.669725,2.77515,2.978,1.52075,0.871825,1.656,8.3628,3.20355,0.86475,46.5409,0.2836,14.726,8.2065,7.28,0.0667,2.2094,2.74509,K2,K10,K18,112.8229,100.3182,133.5006,115.5472333,16.7581148
100,1,0,0,0,0,0,12.5,0,2.5,20,5,0.4,10,2.5,0.3827,2.77515,5.2115,1.52075,13.077375,1.104,19.998,2.669625,0.28825,4.10655,1.7016,1.592,2.46195,13.104,0.016675,2.2094,1.56862,K3,K11,K19,58.46729,61.59536,76.6147,65.55911667,9.701321952
200,0,1,0,0,0,0,7.5,60,20,10,0.25,0.2,2,7.5,0.95675,1.8501,3.7225,0.152075,6.9746,2.208,3.636,0.533925,1.153,62.9671,1.418,1.592,0.82065,5.824,0.116725,0.55235,3.5294,K4,K12,K20,638.0525,894.4427,530.7758,687.757,186.8590553
50,0,1,0,0,0,0,0,2.5,100,2.5,0.5,0.1,4,2.5,9.5675,0.6167,4.467,0.30415,17.4365,3.312,0.7272,2.1357,0.5765,2.7377,2.2688,4.776,6.5652,2.912,0.016675,0.828525,2.35294,K5,K13,K21,65.0642,79.66252,64.04961,69.59211,8.73597255
125,1,0,0,0,0,0,5,2.5,10,80,0.5,0.1,5,10,0.669725,1.2334,0.7445,1.52075,17.4365,4.416,19.998,2.669625,1.7295,26.00815,2.2688,0.398,5.74455,40.768,0.083375,2.2094,1.56862,K6,K14,K22,218.3861,187.6902,159.39,188.4887667,29.50615589
200,0,0,0,0,1,0,7.5,80,20,20,0.25,0,9,6.25,7.175625,0.92505,4.467,2.889425,17.4365,0.552,0.3636,0.533925,2.8825,5.4754,0.8508,2.786,6.5652,1.456,0.016675,0.828525,1.17647,K7,K15,K23,129.3935,78.4354,77.15858,94.99582667,29.796099
100,0,0,0,0,1,0,22.5,20,40,40,0.5,1,6,10,0.478375,1.2334,2.978,1.52075,17.4365,3.312,1.4544,1.601775,2.306,9.58195,0.8508,0.398,2.46195,1.456,0.050025,1.1047,1.96078,K8,K16,K24,151.9953,208.7825,115.8824,158.8867333,46.83189122
150,0,0,0,0,1,0,15,5,40,100,5,0.4,3,1.25,0.3827,0.6167,6.7005,0.30415,17.4365,0.552,6.1812,3.20355,1.7295,9.58195,1.9852,2.786,1.6413,23.296,0.050025,1.380875,1.96078,L1,L9,L17,90.3392,127.1294,122.9095,113.4593667,20.13351606
