HEPES,HEPES_pH8.0,HEPES_pH7.4,HEPES_pH7.6,HEPES_pH7.8,HEPES_pH7.2,HEPES_pH7.0,MgCl2,CP,Bicarbonate,Formate,CoA,B12,ATP,NADPH,Pco,Ccr,Epi,Mcm,Scr,Ssr,Hbs,Hbd,Ecm,Mco,Mch,Mcl,KatE,Fdh,CA,Gor,CK,yield,yield_std
125,0,0,0,1,0,0,22.5,60,2.5,2.5,4,1,0,8.75,0.478375,1.8501,1.489,0.30415,6.9746,1.656,1.818,1.601775,2.306,2.7377,0.8508,19.9,3.2826,10.192,0.116725,0.55235,3.5294,22.09334333,3.844788402
25,0,0,0,0,1,0,20,40,60,40,1,0.8,0,7.5,1.243775,2.77515,0.7445,1.52075,0.871825,4.416,0.7272,3.20355,2.01775,4.10655,1.418,0.398,2.46195,1.456,0.016675,1.380875,1.56862,19.44926,9.983224498
200,0,0,0,1,0,0,17.5,5,2.5,60,1,0,1,6.25,7.175625,2.4668,6.7005,0.456225,9.590075,2.208,0.7272,0.533925,2.01775,62.9671,2.5524,1.99,8.2065,23.296,0.050025,0.55235,3.5294,298.3603333,16.65118581
25,0,0,1,0,0,0,5,80,2.5,10,0,0.6,1,5,0.95675,0.30835,2.978,0.91245,1.74365,3.864,0.3636,0.533925,2.01775,2.7377,1.418,1.99,4.9239,4.368,0.016675,1.933225,1.17647,73.32776,19.94097766
50,0,1,0,0,0,0,22.5,5,2.5,80,1,0.8,6,5,0.95675,0.30835,1.489,0.91245,0.871825,3.312,8.3628,3.737475,2.8825,5.4754,0.8508,11.144,6.5652,1.456,0.016675,1.65705,0.39216,27.51292333,4.52415047
125,1,0,0,0,0,0,7.5,10,10,10,3,0.8,7,3.75,7.175625,3.0835,5.956,2.889425,1.74365,3.864,3.636,1.06785,1.44125,13.6885,1.9852,1.194,0.82065,30.576,0.116725,1.933225,0.39216,66.64776,24.01477023
75,0,0,0,1,0,0,15,10,80,40,1,0.2,2,3.75,1.243775,1.2334,2.978,2.889425,5.23095,2.208,6.1812,1.06785,1.7295,34.22125,2.836,1.99,1.6413,72.8,0.16675,0.55235,1.96078,180.1288,76.08371367
75,0,1,0,0,0,0,15,60,5,10,3,1,3,6.25,0.478375,1.8501,3.7225,0.91245,9.590075,1.104,6.1812,1.06785,1.153,1.36885,1.418,11.144,8.2065,5.824,0.1334,1.1047,0.78431,33.26241667,16.63983587
200,0,0,1,0,0,0,10,60,5,40,0.25,0,8,5,0.669725,1.2334,5.956,2.889425,2.615475,4.416,1.818,4.805325,2.8825,26.00815,1.418,1.194,3.2826,23.296,0.03335,0.828525,2.74509,585.5281667,71.08448965
150,0,0,0,0,0,1,5,2.5,10,2.5,5,0.6,8,8.75,0.669725,2.15845,6.7005,2.889425,3.4873,2.76,19.998,3.737475,2.8825,26.00815,0.5672,14.726,1.6413,13.104,0.050025,1.1047,3.5294,143.8166,16.14162515
75,0,0,1,0,0,0,2.5,0,100,10,0.25,0.4,9,8.75,0.478375,2.15845,5.956,0.6083,17.4365,1.656,1.818,2.669625,1.44125,9.58195,2.5524,0.796,5.74455,1.456,0.03335,2.485575,1.17647,58.35240333,18.24922429
75,0,0,0,1,0,0,7.5,5,20,60,0.5,0.4,5,1.25,9.5675,2.77515,1.489,2.12905,9.590075,2.76,1.4544,2.1357,1.153,19.1639,0.5672,1.99,2.46195,40.768,0.150075,0.828525,1.17647,335.0340333,75.66052152
25,0,0,1,0,0,0,12.5,5,10,60,0,0,0,6.25,9.5675,2.15845,2.978,2.12905,13.077375,3.864,2.5452,3.20355,0.86475,9.58195,0.2836,4.776,5.74455,4.368,0.0667,0.55235,0.78431,41.99076333,14.14485094
50,0,0,1,0,0,0,12.5,60,40,40,2,0.4,5,7.5,0.95675,1.8501,5.956,1.52075,5.23095,3.864,8.3628,2.1357,0.5765,1.36885,2.5524,2.786,3.2826,30.576,0.16675,2.485575,3.5294,71.60825667,7.409295461
100,0,0,0,1,0,0,12.5,20,40,0,0.5,0.8,9,1.25,3.0616,3.0835,1.489,0.456225,13.077375,2.208,2.5452,3.20355,2.01775,19.1639,0.5672,1.99,7.38585,1.456,0.083375,2.485575,1.96078,161.0614667,40.43829758
125,0,1,0,0,0,0,20,20,100,10,0.25,0,8,1.25,1.72215,1.54175,3.7225,1.52075,17.4365,0.552,1.818,2.1357,2.8825,1.36885,2.5524,0.398,4.9239,13.104,0.150075,1.933225,2.74509,129.898,14.68430356
100,0,1,0,0,0,0,10,60,80,5,0.25,0,5,2.5,1.243775,1.2334,5.956,0.152075,1.74365,4.968,19.998,4.805325,0.28825,19.1639,1.9852,1.194,4.10325,72.8,0.050025,0.55235,1.17647,325.2616,105.3009922
200,0,0,0,0,0,1,0,2.5,2.5,5,0.5,0.1,5,6.25,1.243775,1.2334,4.467,2.889425,2.615475,4.416,6.1812,2.669625,0.28825,6.84425,0.2836,1.592,4.10325,1.456,0.083375,0.55235,1.56862,128.4834267,33.97120447
150,0,1,0,0,0,0,10,2.5,20,60,5,0.1,3,5,1.243775,2.77515,2.978,0.6083,2.615475,4.416,1.818,4.805325,1.44125,62.9671,0.5672,3.582,0.82065,30.576,0.0667,0.828525,0.78431,565.5313,39.23024005
175,0,0,0,1,0,0,22.5,0,40,10,0.25,0.2,4,5,0.095675,0.30835,3.7225,0.6083,9.590075,1.104,3.636,3.737475,0.86475,6.84425,1.7016,0.398,6.5652,23.296,0.0667,0.276175,3.5294,86.49877333,18.61941433
100,0,0,0,1,0,0,25,2.5,2.5,20,0.5,0.4,8,5,0.478375,0.92505,1.489,0.30415,17.4365,1.104,19.998,2.669625,2.8825,26.00815,0.5672,3.582,1.6413,53.872,0.03335,0.55235,3.5294,187.1447667,34.48900984
200,0,0,0,0,0,1,5,5,80,5,0.25,1,3,10,1.243775,0.6167,5.956,1.2166,3.4873,0.552,1.0908,4.805325,0.28825,13.6885,0.2836,4.776,1.6413,7.28,0.116725,1.380875,1.17647,110.41958,111.8886715
50,0,0,0,1,0,0,25,60,60,5,0.25,0.2,1,3.75,9.5675,2.77515,2.2335,0.30415,0.871825,2.76,2.5452,0.533925,0.86475,5.4754,0.8508,11.144,7.38585,40.768,0.150075,2.2094,0.78431,62.47448667,17.46581533
125,0,0,0,0,0,1,2.5,2.5,2.5,5,3,1,2,1.25,0.95675,2.4668,1.489,0.152075,13.077375,4.968,6.1812,1.06785,2.01775,9.58195,2.2688,19.9,5.74455,2.912,0.03335,2.2094,1.17647,46.90736,6.670157496
200,1,0,0,0,0,0,0,40,2.5,5,0.5,0.8,4,1.25,0.095675,0.30835,2.978,2.12905,3.4873,0.552,1.4544,3.737475,2.8825,2.7377,2.5524,0.796,6.5652,40.768,0.03335,1.933225,1.56862,16.93281,1.363750243
50,0,0,0,0,1,0,25,40,40,20,0.25,0.4,8,1.25,3.0616,1.8501,6.7005,2.12905,9.590075,3.864,2.5452,2.1357,2.01775,62.9671,0.5672,8.358,1.6413,7.28,0.0667,2.485575,1.96078,236.6503,24.50868805
150,1,0,0,0,0,0,25,20,80,20,3,0.6,7,6.25,1.72215,3.0835,2.2335,1.2166,1.74365,2.208,4.7268,1.601775,1.7295,62.9671,1.7016,1.194,4.10325,4.368,0.0667,2.485575,1.56862,55.21381667,22.99671844
100,1,0,0,0,0,0,7.5,10,20,0,0,0.2,1,5,1.72215,0.6167,1.489,0.152075,3.4873,1.104,19.998,2.669625,2.306,26.00815,0.5672,19.9,4.10325,4.368,0.016675,0.55235,0.39216,84.64727667,23.81532133
75,0,0,0,0,0,1,25,0,10,20,4,0.1,8,3.75,9.5675,1.2334,5.2115,0.91245,9.590075,0.552,2.5452,2.1357,2.8825,9.58195,2.5524,11.144,0.82065,7.28,0.10005,2.485575,0.39216,82.16463333,14.95432336
150,0,0,1,0,0,0,7.5,60,80,60,0.5,0,3,7.5,1.72215,0.92505,2.2335,0.456225,1.74365,4.968,0.533925,0.3636,2.01775,62.9671,1.1344,1.592,8.2065,72.8,0.016675,0.55235,3.1372,498.714847,78.15244985
150,0,0,0,0,0,1,7.5,0,10,2.5,0.3,0.2,6,3.75,9.5675,2.15845,5.2115,0.152075,1.74365,2.76,1.06785,3.636,1.44125,34.22125,1.418,1.99,0.82065,53.872,0.16675,0.55235,1.17645,626.8462359,149.5409597
200,0,0,0,0,0,1,10,80,2.5,5,0.1,0,8,5,2.2962,1.54175,5.956,1.2166,0.871825,2.208,1.601775,0.7272,1.44125,26.00815,1.9852,2.786,4.9239,10.192,0.16675,0.276175,2.3529,307.9244168,69.93323311
200,0,0,0,1,0,0,10,80,5,20,1,0.1,4,2.5,0.095675,2.15845,6.7005,0.30415,3.4873,2.208,21.890925,2.1816,2.01775,19.1639,1.9852,3.582,3.2826,53.872,0.16675,0.55235,3.1372,218.312722,12.47378733
200,0,0,1,0,0,0,7.5,60,2.5,10,0.4,0,10,2.5,1.243775,2.77515,2.978,0.91245,9.590075,2.76,3.737475,1.4544,2.01775,46.5409,2.2688,1.592,2.46195,40.768,0.16675,1.380875,3.1372,180.0533487,27.77803187
150,0,0,1,0,0,0,0,60,10,0,0.4,0.1,4,3.75,1.72215,1.8501,5.2115,0.456225,13.077375,4.416,5.33925,0.7272,1.153,46.5409,0.2836,1.592,1.6413,53.872,0.050025,0.828525,1.17645,98.49069306,39.89622543
200,0,0,1,0,0,0,0,5,20,10,0.4,0,0,8.75,2.2962,0.30835,0.7445,0.30415,2.615475,3.864,5.33925,3.2724,2.306,46.5409,1.7016,3.582,1.6413,5.824,0.03335,0.828525,1.17645,631.6655915,64.14346851
50,0,0,0,0,1,0,10,40,20,40,2,0.1,1,6.25,4.01835,2.77515,3.7225,0.152075,17.4365,3.864,1.601775,1.0908,1.153,62.9671,1.418,3.582,0.82065,30.576,0.0667,0.55235,2.3529,707.4021843,212.3736246
125,0,0,0,0,1,0,0,100,5,0,0,0.2,10,10,0.287025,0.30835,2.2335,0.152075,17.4365,2.208,1.601775,3.2724,0.28825,84.8687,0.5672,0.796,1.6413,30.576,0.050025,0.276175,2.3529,49.81727533,16.48476022
200,0,1,0,0,0,0,7.5,5,20,60,0.2,0.2,6,2.5,7.175625,0.6167,2.978,0.152075,3.4873,2.76,2.669625,2.9088,1.153,19.1639,0.5672,4.776,3.2826,30.576,0.150075,3.3141,1.17645,518.1574103,56.53267366
175,0,1,0,0,0,0,2.5,0,10,60,0.4,0,2,3.75,3.0616,2.77515,6.7005,0.152075,17.4365,3.864,2.1357,2.1816,1.44125,46.5409,2.2688,4.776,7.38585,72.8,0.1334,0.828525,1.96075,167.0056405,126.8469866
200,0,0,0,1,0,0,5,2.5,60,60,4,0,9,6.25,1.243775,2.77515,1.489,0.30415,3.4873,2.76,1.601775,2.5452,2.306,46.5409,2.5524,6.368,3.2826,40.768,0.083375,3.590275,2.3529,481.0001157,37.09966269
200,0,0,1,0,0,0,2.5,0,40,20,0.4,0.4,7,8.75,0.95675,2.77515,2.978,0.91245,1.74365,4.416,0.533925,1.4544,0.28825,26.00815,2.5524,1.592,3.2826,53.872,0.03335,0.276175,3.1372,99.96096066,42.90202488
200,0,0,0,1,0,0,0,2.5,20,40,0.5,0.1,1,10,3.0616,2.77515,4.467,0.30415,6.9746,4.968,6.941025,2.1816,1.7295,62.9671,1.9852,14.726,0.82065,23.296,0.083375,3.590275,3.52935,1555.736437,33.25108453
200,0,0,0,0,1,0,10,2.5,10,40,1,0.1,7,5,0.669725,0.92505,4.467,0.30415,2.615475,2.208,2.1357,3.2724,1.7295,46.5409,1.7016,3.582,1.6413,10.192,0.10005,5.5235,1.5686,588.437465,36.010396
200,0,0,1,0,0,0,0,40,40,20,0.1,0.4,8,7.5,3.0616,3.0835,5.956,0.456225,1.74365,4.416,1.601775,1.0908,2.306,46.5409,1.1344,0.796,4.9239,30.576,0.083375,1.933225,1.5686,46.41714738,21.52957812
200,1,0,0,0,0,0,2.5,20,5,10,4,0.2,8,10,0.19135,2.15845,4.467,0.30415,9.590075,3.864,0.533925,1.4544,2.01775,84.8687,1.9852,4.776,4.9239,30.576,0.0667,3.3141,1.17645,352.737458,88.70146857
75,0,0,0,0,1,0,7.5,10,100,0,0.3,0,2,5,3.0616,0.30835,1.489,0.152075,1.74365,2.208,2.1357,1.818,2.01775,62.9671,1.7016,0.796,4.10325,30.576,0.0667,0.828525,0.7843,177.6704736,20.6661125
200,0,0,0,0,1,0,5,10,20,20,4,0.2,6,10,0.287025,1.54175,3.7225,1.2166,0.871825,3.312,12.280275,2.1816,1.153,46.5409,0.2836,3.582,5.74455,40.768,0.1334,0.55235,0.7843,402.3807131,26.57426836
175,0,1,0,0,0,0,10,60,5,20,0,0.2,7,1.25,1.72215,1.2334,5.956,0.91245,3.4873,2.76,1.06785,1.4544,2.306,113.61455,1.418,0.796,6.5652,23.296,0.083375,2.76175,0.7843,367.336536,52.76254976
200,1,0,0,0,0,0,10,60,5,5,0.4,0,6,7.5,0.95675,3.0835,2.2335,1.2166,9.590075,2.208,1.06785,2.5452,1.7295,34.22125,2.836,2.786,4.10325,13.104,0.016675,4.142625,0.7843,363.6567836,27.86487183
200,0,0,1,0,0,0,7.5,100,60,10,0.2,0,8,1.25,0.19135,3.0835,0.7445,1.2166,2.615475,3.312,2.669625,3.2724,1.153,34.22125,0.8508,8.358,4.10325,13.104,0.150075,4.142625,3.52935,473.8910222,42.27387785
200,1,0,0,0,0,0,5,5,2.5,0,0.5,0.4,2,1.25,0.3827,1.54175,5.956,2.889425,0.871825,4.968,9.076725,2.9088,1.44125,113.61455,0.2836,14.726,1.6413,23.296,0.083375,0.276175,2.74505,108.9796195,30.03005896
25,0,0,0,0,1,0,10,100,60,10,0.2,0.1,3,7.5,0.095675,1.54175,6.7005,0.152075,1.74365,3.864,0.533925,1.4544,1.44125,62.9671,1.418,14.726,3.2826,30.576,0.050025,3.590275,3.52935,141.630008,37.32793727
200,0,0,1,0,0,0,2.5,20,5,0,2,0.1,3,10,0.095675,0.6167,5.956,1.52075,1.74365,4.968,1.601775,3.2724,2.01775,46.5409,0.5672,1.194,4.9239,7.28,0.016675,1.380875,1.96075,366.5414638,32.68989858
200,0,0,0,1,0,0,10,2.5,40,80,5,0,6,2.5,0.19135,0.30835,5.956,2.889425,9.590075,2.76,2.1357,2.1816,0.86475,19.1639,2.5524,0.796,8.2065,40.768,0.083375,0.276175,3.1372,70.76132641,12.36687533
50,0,0,0,0,0,1,2.5,80,60,20,0.1,0,7,8.75,0.478375,1.2334,5.2115,0.6083,2.615475,2.76,1.601775,1.0908,0.86475,113.61455,1.1344,2.786,5.74455,53.872,0.16675,0.828525,1.5686,247.6961015,26.28736993
175,1,0,0,0,0,0,7.5,0,10,5,0.5,0,6,7.5,0.095675,1.54175,6.7005,0.152075,13.077375,4.968,3.737475,1.0908,2.01775,113.61455,0.2836,14.726,3.2826,10.192,0.083375,0.55235,2.74505,314.1401509,30.53431103
200,0,1,0,0,0,0,5,5,2.5,20,1,0.2,6,3.75,3.0616,3.0835,5.956,0.6083,13.077375,4.416,2.1357,2.1816,2.306,19.1639,0.8508,6.368,8.2065,23.296,0.116725,0.55235,1.96075,287.2053862,64.05047679
200,0,0,0,0,1,0,0,2.5,40,2.5,0.5,0.2,1,7.5,0.19135,0.30835,5.2115,0.91245,2.615475,3.864,39.51045,3.636,2.306,26.00815,0.5672,3.582,0.82065,72.8,0.150075,0.828525,2.74505,350.7297918,74.495109
200,0,0,0,1,0,0,15,100,2.5,40,0.2,0,2,2.5,0.095675,2.4668,4.467,0.30415,5.23095,3.864,5.33925,0.7272,0.5765,46.5409,1.7016,11.144,0.82065,7.28,0.03335,4.142625,3.52935,437.0487314,64.22862334
200,0,0,0,0,1,0,7.5,5,60,80,0.3,0.1,0,1.25,7.175625,1.54175,5.2115,0.152075,2.615475,4.416,0.533925,0.3636,1.7295,34.22125,1.9852,0.398,4.10325,30.576,0.03335,2.76175,2.74505,51.66117861,8.372414258
125,0,0,0,0,0,1,7.5,100,40,60,0.3,0,4,1.25,3.0616,1.54175,2.2335,2.889425,5.23095,3.864,1.06785,3.636,0.5765,19.1639,1.9852,1.99,7.38585,40.768,0.116725,0.276175,0.7843,231.5323827,12.2317572
200,0,1,0,0,0,0,0,0,2.5,0,3,0.1,3,1.25,0.669725,0.92505,2.2335,0.30415,2.615475,4.968,0.533925,0.7272,2.8825,46.5409,2.836,0.796,2.46195,30.576,0.083375,5.5235,2.3529,52.64198659,4.607190777
200,0,0,0,0,1,0,5,40,10,5,3,0.2,3,3.75,0.095675,1.8501,4.467,0.30415,3.4873,3.312,2.669625,3.2724,1.7295,26.00815,1.1344,0.796,2.46195,7.28,0.16675,0.276175,3.52935,255.61657,9.90868353
50,0,0,1,0,0,0,7.5,100,5,2.5,0,0.2,7,1.25,1.72215,0.30835,2.978,1.2166,13.077375,4.416,2.669625,1.0908,0.5765,113.61455,0.2836,19.9,2.46195,7.28,0.083375,0.55235,3.1372,433.4671793,76.98613212
175,1,0,0,0,0,0,2.5,40,40,100,0.2,0.1,6,7.5,1.243775,0.92505,1.489,1.2166,5.23095,4.416,1.601775,2.9088,1.7295,113.61455,0.5672,0.398,1.6413,10.192,0.116725,0.55235,1.96075,235.289047,14.82396514
125,0,0,1,0,0,0,0,80,20,60,0.1,0.6,9,2.5,0.95675,0.92505,1.489,0.456225,6.9746,2.208,3.737475,1.818,2.01775,62.9671,1.418,4.776,0.82065,13.104,0.116725,0.55235,0.39215,64.86924818,12.60925298
200,0,0,0,1,0,0,0,2.5,20,20,1,0.6,7,1.25,1.72215,2.4668,2.2335,0.152075,17.4365,2.208,21.890925,3.636,2.8825,34.22125,1.418,4.776,1.6413,23.296,0.03335,0.55235,1.96075,204.3338039,136.1321581
200,0,0,0,1,0,0,2.5,20,2.5,80,0.3,0,9,6.25,0.19135,0.92505,2.2335,0.152075,3.4873,2.208,1.601775,2.1816,1.44125,34.22125,1.7016,3.582,5.74455,53.872,0.083375,3.3141,0.39215,373.3642759,35.12827224
150,0,0,0,1,0,0,2.5,60,40,0,0.4,0,4,10,9.5675,2.77515,6.7005,0.152075,3.4873,4.968,5.33925,0.3636,1.153,34.22125,0.5672,2.786,1.6413,13.104,0.03335,0.276175,1.17645,696.5443269,140.4233086
200,0,0,0,0,0,1,7.5,0,2.5,40,0.2,0.8,5,10,5.3578,2.77515,1.489,0.91245,3.4873,3.864,1.06785,0.3636,2.59425,46.5409,0.2836,8.358,1.6413,23.296,0.03335,1.65705,0.7843,169.715075,17.91788916
200,0,0,0,0,0,1,7.5,60,40,60,0.1,0,1,6.25,2.2962,0.30835,0.7445,0.30415,3.4873,3.312,2.669625,2.1816,1.44125,34.22125,2.836,2.786,4.10325,7.28,0.083375,4.142625,3.1372,328.6647256,17.93484483
200,0,0,0,1,0,0,5,20,40,0,2,0,7,7.5,0.19135,2.77515,6.7005,1.2166,9.590075,4.416,0.533925,2.5452,1.7295,26.00815,1.418,1.99,4.10325,40.768,0.16675,1.1047,2.74505,297.7896842,31.58435206
150,0,0,0,0,1,0,0,0,20,0,1,0.2,0,3.75,0.478375,2.4668,4.467,0.456225,13.077375,4.968,1.06785,0.3636,2.01775,62.9671,1.418,6.368,0.82065,30.576,0.050025,3.3141,3.52935,44.3768831,9.195717607
200,0,0,0,0,0,1,15,40,40,0,0.1,0,8,6.25,7.175625,2.15845,5.956,0.30415,1.74365,4.416,12.280275,1.0908,2.01775,34.22125,0.2836,0.796,4.9239,40.768,0.0667,0.55235,2.74505,371.5575327,10.4649905
200,0,0,0,1,0,0,5,0,80,2.5,1,0.2,6,7.5,0.287025,1.8501,3.7225,0.91245,6.9746,3.864,6.941025,3.636,0.28825,113.61455,0.5672,1.194,0.82065,5.824,0.116725,1.1047,3.1372,454.7196482,81.22118804
175,0,0,0,0,0,1,0,60,5,20,0.3,0,8,10,2.2962,0.92505,2.978,0.6083,1.74365,1.104,2.669625,2.5452,2.01775,46.5409,0.2836,4.776,3.2826,72.8,0.0667,3.3141,1.17645,350.568512,39.00231592
150,0,0,0,0,1,0,7.5,2.5,40,40,0.3,0,3,7.5,0.3827,3.0835,2.2335,2.12905,1.74365,4.416,0.533925,2.5452,1.7295,46.5409,0.2836,14.726,7.38585,53.872,0.016675,1.65705,1.96075,332.4798065,256.2852778
150,0,0,0,0,0,1,10,10,40,0,0.3,0.4,5,5,7.175625,1.54175,3.7225,0.456225,2.615475,4.416,0.533925,1.818,1.153,34.22125,0.5672,0.398,4.10325,23.296,0.016675,4.97115,2.74505,179.7198244,58.25354419
100,0,0,0,0,0,1,0,100,5,80,4,0,4,7.5,0.287025,1.2334,5.2115,0.30415,2.615475,4.968,1.601775,3.2724,1.7295,34.22125,2.5524,1.99,2.46195,23.296,0.083375,2.76175,2.3529,124.1776958,31.61570767
175,0,0,1,0,0,0,7.5,5,10,10,2,0,4,3.75,0.478375,2.77515,3.7225,0.152075,6.9746,2.208,5.33925,2.1816,0.86475,26.00815,0.5672,1.194,0.82065,40.768,0.083375,1.380875,2.74505,132.1710083,4.31113196
50,0,0,0,0,0,1,7.5,100,60,10,0.3,0,3,7.5,4.01835,1.2334,3.7225,0.456225,1.74365,1.104,6.941025,2.5452,0.5765,84.8687,0.8508,3.582,0.82065,53.872,0.03335,0.276175,3.52935,430.5438358,33.19712539
50,0,0,1,0,0,0,0,5,20,100,0.4,0,7,2.5,9.5675,1.54175,3.7225,2.889425,1.74365,3.312,12.280275,1.0908,2.01775,46.5409,0.2836,1.194,0.82065,13.104,0.050025,0.828525,0.7843,260.8594652,9.885655593
200,0,0,0,0,0,1,10,5,20,40,1,0.2,4,6.25,1.243775,2.4668,0.7445,0.30415,13.077375,0.552,2.1357,3.2724,1.153,62.9671,2.2688,4.776,3.2826,7.28,0.116725,0.55235,1.17645,207.9116687,13.26130614
200,0,0,0,0,0,1,7.5,2.5,60,2.5,0.3,0.1,0,8.75,0.669725,1.2334,3.7225,0.91245,13.077375,4.416,1.06785,0.3636,2.59425,113.61455,2.2688,4.776,3.2826,40.768,0.16675,3.86645,3.1372,111.2261706,29.45359931
200,1,0,0,0,0,0,0,100,2.5,60,0.2,0.1,2,7.5,1.243775,0.30835,5.956,0.456225,3.4873,1.656,0.533925,3.636,0.5765,26.00815,0.5672,19.9,0.82065,7.28,0.16675,4.4188,1.5686,524.5580238,13.70087963
75,0,0,0,1,0,0,7.5,80,10,10,0.1,0,7,8.75,0.3827,2.77515,5.956,0.91245,9.590075,2.76,2.669625,1.4544,0.28825,19.1639,2.5524,1.592,1.6413,72.8,0.03335,0.55235,1.96075,327.9607612,47.13339187
50,0,0,0,1,0,0,2.5,100,20,60,0.5,0,7,10,0.669725,0.92505,1.489,0.456225,2.615475,2.208,2.669625,1.4544,2.8825,46.5409,1.1344,1.194,1.6413,13.104,0.083375,0.828525,0.7843,434.3779835,41.17170398
125,0,0,1,0,0,0,0,80,5,5,0.2,0.1,10,6.25,0.19135,0.92505,3.7225,1.52075,5.23095,2.76,12.280275,1.0908,1.7295,84.8687,1.1344,0.796,3.2826,30.576,0.050025,0.828525,2.3529,70.32800479,5.298728256
50,0,0,1,0,0,0,5,60,5,20,0.2,0,1,1.25,9.5675,1.54175,2.2335,0.6083,1.74365,4.416,1.06785,1.0908,0.86475,46.5409,2.836,1.194,4.9239,30.576,0.0667,4.4188,0.7843,566.8486711,11.70930868
200,0,0,1,0,0,0,5,2.5,20,60,0.2,0,10,6.25,3.0616,1.8501,4.467,1.52075,13.077375,2.76,16.551675,0.7272,2.8825,46.5409,0.8508,1.194,1.6413,10.192,0.083375,2.485575,3.1372,250.0425869,16.19122216
125,0,0,0,0,1,0,7.5,2.5,5,2.5,5,0.2,3,3.75,1.72215,1.8501,3.7225,0.30415,6.9746,3.864,1.06785,2.9088,0.28825,84.8687,0.2836,3.582,7.38585,13.104,0.03335,0.276175,2.3529,347.8429001,18.71872337
175,0,0,0,0,1,0,7.5,0,5,40,0.4,0.4,2,3.75,1.72215,1.2334,2.2335,0.6083,13.077375,4.968,1.06785,1.818,0.5765,62.9671,1.418,0.796,4.9239,7.28,0.1334,0.55235,3.52935,200.0670693,37.90395038
75,0,1,0,0,0,0,2.5,80,80,2.5,0.4,0,8,6.25,1.243775,0.6167,3.7225,0.152075,3.4873,2.208,2.669625,1.818,2.8825,34.22125,2.836,3.582,4.10325,30.576,0.10005,0.55235,1.5686,311.699312,14.71165776
200,0,0,0,0,1,0,7.5,60,40,60,0.5,0,2,2.5,0.95675,1.54175,4.467,0.456225,0.871825,3.864,6.941025,0.3636,1.7295,19.1639,2.5524,0.796,8.2065,53.872,0.050025,1.380875,3.52935,295.3156256,5.521650045
100,0,1,0,0,0,0,0,60,10,5,0,0.4,2,1.25,0.478375,0.30835,6.7005,0.30415,5.23095,3.864,1.601775,2.1816,1.7295,62.9671,1.7016,6.368,2.46195,53.872,0.083375,3.037925,0.39215,257.5714007,14.40881621
200,0,0,1,0,0,0,12.5,2.5,20,2.5,0.3,0,5,8.75,0.95675,1.8501,5.956,2.889425,3.4873,4.968,0.533925,0.3636,0.28825,34.22125,2.2688,6.368,7.38585,72.8,0.050025,2.76175,2.74505,524.7627827,117.6647423
200,0,0,0,1,0,0,2.5,40,80,10,0.3,0.2,10,3.75,0.95675,0.6167,6.7005,0.91245,0.871825,2.208,9.076725,1.0908,0.28825,113.61455,0.5672,0.796,5.74455,10.192,0.10005,0.276175,2.3529,213.5755491,8.718523306
175,0,0,0,0,0,1,7.5,40,40,20,0.5,0,1,8.75,0.669725,1.54175,5.956,2.889425,0.871825,4.416,2.1357,2.5452,0.5765,84.8687,1.418,1.592,8.2065,13.104,0.10005,0.55235,3.1372,334.8888552,34.35495916
150,0,1,0,0,0,0,7.5,20,2.5,60,0.2,0.2,2,8.75,0.19135,1.8501,2.2335,0.30415,1.74365,3.312,5.33925,3.2724,0.86475,113.61455,2.5524,19.9,5.74455,40.768,0.050025,0.276175,1.5686,449.9616185,44.69516297
200,0,0,0,0,0,1,2.5,80,2.5,2.5,0.2,0.6,2,1.25,0.287025,0.6167,2.2335,0.30415,5.23095,4.416,1.06785,3.2724,0.5765,26.00815,0.2836,2.786,1.6413,23.296,0.10005,3.037925,0.7843,196.4964151,21.247748
200,0,0,0,1,0,0,0,10,20,80,0.3,0,10,7.5,0.3827,0.92505,3.7225,0.6083,2.615475,1.656,1.06785,2.1816,1.44125,113.61455,2.5524,8.358,1.6413,53.872,0.0667,2.485575,0.39215,212.8840099,16.53697665
200,0,1,0,0,0,0,10,10,60,0,0,0.6,3,10,3.0616,1.8501,2.978,1.52075,0.871825,3.312,3.737475,3.636,2.59425,46.5409,0.8508,1.194,3.2826,23.296,0.1334,4.4188,0.39215,235.8061177,146.052465
150,0,0,1,0,0,0,0,0,100,5,2,0.2,7,2.5,0.095675,2.4668,5.956,0.152075,6.9746,2.208,29.365875,0.3636,0.5765,46.5409,1.418,1.194,0.82065,72.8,0.10005,1.380875,2.74505,160.9584309,22.14254327
75,0,0,0,0,1,0,7.5,100,40,5,0.3,0.1,4,10,2.2962,2.4668,2.978,0.456225,0.871825,1.104,2.1357,2.5452,1.7295,19.1639,2.5524,4.776,0.82065,53.872,0.0667,1.380875,3.52935,472.253468,130.6504986
175,0,0,0,0,1,0,7.5,0,5,60,4,0,7,1.25,0.19135,2.77515,2.2335,0.456225,5.23095,3.864,2.669625,1.4544,2.8825,46.5409,0.5672,4.776,0.82065,5.824,0.10005,1.380875,1.5686,281.9966859,14.61827341
125,0,0,0,0,1,0,10,5,40,2.5,0.2,0.2,5,8.75,4.01835,2.77515,6.7005,0.152075,5.23095,4.416,3.737475,1.0908,2.59425,84.8687,1.418,1.99,4.10325,5.824,0.150075,0.55235,1.17645,157.2241355,3.028354122
