HEPES,HEPES_pH7.0,HEPES_pH7.2,HEPES_pH7.4,HEPES_pH7.6,HEPES_pH7.8,HEPES_pH8.0,MgCl2,CP,Bicarbonate,Formate,CoA,B12,ATP,NADPH,Pco,Ccr,Epi,Mcm,Scr,Ssr,Hbs,Hbd,Ecm,Mco,Mch,Mcl,KatE,Fdh,CA,Gor,CK,Value_1,Value_2,Value_3,yield,yield_std
50,0,0,0,1,0,0,20,5,5,20,5,0,8,8.75,3.0616,2.4668,1.489,2.889425,5.23095,2.76,5.33925,2.1816,2.8825,113.61455,0.2836,0.398,0.82065,40.768,0.050025,2.76175,1.96075,214.4652625,206.2471231,205.6987232,208.803703,4.910715645
125,0,0,0,1,0,0,10,40,10,2.5,0.5,0,3,7.5,3.0616,3.0835,0.7445,2.889425,5.23095,1.104,0.533925,3.2724,2.59425,26.00815,2.2688,1.99,0.82065,13.104,0.16675,4.4188,0.39215,1563.009859,1418.0414,1392.038207,1457.696488,92.12611448
75,0,1,0,0,0,0,5,20,5,20,0,0.1,9,8.75,4.01835,1.2334,0.7445,0.91245,5.23095,2.208,9.076725,1.818,2.8825,62.9671,2.836,2.786,1.6413,4.368,0.0667,1.933225,1.5686,1431.2406,1570.666727,1488.730761,1496.879363,70.06932981
100,0,0,0,0,1,0,15,10,10,5,0.4,0.1,4,3.75,7.175625,1.2334,6.7005,0.152075,0.871825,4.968,9.076725,2.9088,2.59425,34.22125,1.1344,19.9,2.46195,13.104,0.0667,4.142625,0.7843,683.520383,876.9057258,921.0757757,827.1672949,126.347041
150,0,1,0,0,0,0,17.5,2.5,10,40,0.5,0,2,7.5,7.175625,0.30835,3.7225,0.91245,5.23095,0.552,21.890925,1.4544,2.8825,26.00815,1.9852,0.398,6.5652,30.576,0.0667,3.037925,2.3529,387.3895319,410.2315493,371.8300073,389.8170295,19.31551614
125,0,0,0,1,0,0,2.5,40,20,0,0.5,0,7,1.25,3.0616,0.6167,5.956,1.2166,6.9746,1.104,12.280275,0.7272,1.153,62.9671,2.2688,3.582,4.10325,23.296,0.0667,5.247325,3.52935,548.2430673,587.6969946,568.8468983,568.26232,19.73345872
50,0,0,0,1,0,0,12.5,10,10,2.5,0.1,0,5,2.5,7.175625,0.92505,6.7005,2.12905,5.23095,4.968,12.280275,3.2724,2.306,46.5409,2.836,6.368,2.46195,23.296,0.0667,4.142625,2.3529,824.7297551,900.7037513,879.1107688,868.1814251,39.14843472
100,0,0,0,0,1,0,17.5,2.5,20,40,3,0,9,1.25,9.5675,2.15845,5.956,0.91245,2.615475,3.312,9.076725,3.2724,2.306,34.22125,2.5524,4.776,2.46195,23.296,0.0667,3.037925,0.39215,765.2395102,713.2240751,752.2377107,743.5670987,27.07002048
100,0,0,0,0,1,0,5,0,10,5,0.4,0.2,7,3.75,9.5675,0.30835,0.7445,2.12905,3.4873,2.208,12.280275,2.9088,2.8825,46.5409,1.9852,0.398,5.74455,13.104,0.016675,4.4188,3.52935,757.8203753,801.0519351,787.03121,781.9678401,22.05607006
75,0,0,1,0,0,0,2.5,2.5,5,0,0.3,0.1,4,6.25,3.0616,1.8501,4.467,1.2166,9.590075,1.656,9.076725,0.7272,2.01775,34.22125,1.7016,8.358,6.5652,40.768,0.1334,4.97115,2.74505,1468.786275,1437.615546,1628.200593,1511.534138,102.2311096
100,0,0,1,0,0,0,7.5,0,2.5,20,1,0.1,8,5,5.3578,0.6167,4.467,1.2166,3.4873,1.104,1.601775,1.4544,2.306,113.61455,1.1344,4.776,8.2065,7.28,0.050025,1.933225,3.1372,1543.258824,1621.472381,1569.61375,1578.114985,39.79376074
175,0,0,0,0,0,1,2.5,20,5,40,0.5,0,7,3.75,4.01835,2.4668,5.956,0.456225,13.077375,2.208,5.33925,0.7272,1.44125,26.00815,1.9852,2.786,0.82065,30.576,0.016675,4.4188,1.17645,423.0497279,431.4314621,377.2703843,410.5838581,29.15311337
175,0,0,0,0,0,1,5,20,10,0,0.4,0,7,6.25,7.175625,1.54175,2.978,0.6083,17.4365,0.552,1.601775,0.3636,0.5765,26.00815,0.8508,0.796,4.10325,4.368,0.03335,4.694975,2.3529,785.6114712,746.8540242,720.4734352,750.9796435,32.76440881
75,0,0,0,0,1,0,5,5,20,10,0,0.1,8,2.5,4.01835,2.4668,2.978,1.52075,6.9746,4.968,12.280275,3.636,0.5765,26.00815,1.418,19.9,0.82065,7.28,0.050025,4.142625,0.7843,1817.84076,1937.907545,1783.729025,1846.492443,80.9842161
150,0,0,0,0,0,1,2.5,60,5,40,0.5,0,5,2.5,7.175625,2.15845,1.489,0.30415,9.590075,4.968,1.601775,3.636,2.8825,26.00815,1.1344,1.99,2.46195,7.28,0.016675,3.3141,2.3529,718.5433866,584.3923966,532.3381665,611.7579833,96.07160089
125,0,0,0,0,1,0,17.5,5,20,2.5,0.2,0,6,1.25,1.72215,0.6167,5.2115,0.91245,6.9746,4.968,21.890925,3.636,2.01775,46.5409,1.7016,4.776,2.46195,23.296,0.1334,4.142625,2.74505,487.1415805,507.5454072,570.809568,521.8321853,43.62530289
75,0,1,0,0,0,0,20,40,5,2.5,1,0.1,8,1.25,3.0616,2.4668,1.489,1.2166,5.23095,3.312,29.365875,0.3636,2.306,46.5409,0.8508,11.144,3.2826,13.104,0.10005,4.694975,0.7843,320.5183875,347.3442315,371.2905767,346.3843986,25.39969996
50,0,0,0,1,0,0,7.5,20,20,20,0.5,0.1,8,7.5,7.175625,2.15845,1.489,0.30415,17.4365,3.312,29.365875,0.3636,1.7295,46.5409,2.5524,2.786,1.6413,13.104,0.116725,4.142625,3.1372,1074.312963,877.1503315,954.4110807,968.6247919,99.34685726
150,0,0,0,1,0,0,17.5,10,2.5,2.5,0,0.1,3,3.75,5.3578,0.30835,3.7225,1.2166,17.4365,3.864,2.669625,1.4544,2.8825,46.5409,1.7016,8.358,0.82065,13.104,0.1334,4.97115,0.39215,618.5147061,643.7977486,661.9699165,641.4274571,21.82435652
50,0,0,0,0,1,0,2.5,2.5,5,2.5,0.4,0.2,10,1.25,3.0616,2.77515,4.467,0.6083,9.590075,3.312,1.601775,0.7272,0.86475,34.22125,1.9852,19.9,8.2065,53.872,0.150075,3.3141,0.39215,1103.624992,1195.092014,1303.001943,1200.572983,99.8014173
125,0,1,0,0,0,0,7.5,20,10,0,0.3,0.1,9,7.5,4.01835,2.77515,4.467,0.152075,13.077375,4.416,2.669625,2.5452,2.01775,26.00815,1.1344,19.9,2.46195,23.296,0.10005,2.76175,0.7843,1148.395101,1155.970175,1316.694309,1207.019862,95.05634518
75,0,0,0,0,1,0,2.5,40,2.5,20,0.5,0.1,10,2.5,5.3578,2.4668,0.7445,0.30415,17.4365,1.656,2.669625,0.7272,2.59425,113.61455,1.7016,2.786,0.82065,4.368,0.03335,0.828525,1.17645,778.4837597,701.3880118,754.26652,744.7127639,39.42580726
100,0,0,0,0,1,0,7.5,20,10,5,0.4,0,8,5,3.0616,0.6167,2.2335,1.52075,6.9746,3.864,1.601775,2.9088,1.153,84.8687,1.418,14.726,2.46195,72.8,0.150075,5.247325,1.17645,1837.771426,1881.558925,1888.50821,1869.27952,27.50714724
125,0,0,0,0,0,1,10,2.5,20,20,1,0.1,3,2.5,4.01835,0.92505,5.2115,2.12905,5.23095,0.552,1.601775,1.0908,0.5765,26.00815,1.418,1.194,6.5652,23.296,0.0667,4.97115,2.3529,1024.529714,968.6010193,978.4793942,990.5367093,29.85027416
175,0,1,0,0,0,0,2.5,20,10,20,0.4,0.1,10,5,3.0616,1.8501,4.467,2.889425,6.9746,4.416,2.669625,2.5452,2.01775,113.61455,0.2836,0.796,5.74455,23.296,0.050025,5.247325,1.96075,352.6767803,316.3370225,330.5938303,333.2025444,18.30979359
75,0,0,1,0,0,0,5,5,10,60,0,0,8,2.5,2.2962,2.15845,2.2335,0.6083,13.077375,1.656,39.51045,2.9088,2.8825,26.00815,2.5524,6.368,8.2065,13.104,0.016675,3.86645,0.39215,736.5540205,696.9493741,840.1980315,757.9004754,73.9716014
75,0,0,0,1,0,0,15,0,10,20,0.3,0,8,6.25,4.01835,3.0835,1.489,0.6083,13.077375,2.76,12.280275,2.9088,1.44125,84.8687,1.1344,14.726,1.6413,72.8,0.050025,2.485575,2.74505,1704.267577,1441.600358,1675.933828,1607.267254,144.1694861
50,0,0,0,0,1,0,15,20,2.5,2.5,0.4,0.1,10,8.75,5.3578,0.6167,0.7445,0.91245,5.23095,0.552,39.51045,2.1816,0.28825,46.5409,2.2688,19.9,0.82065,7.28,0.083375,3.590275,2.74505,440.6329787,482.048462,490.2049403,470.962127,26.58053725
100,0,0,0,0,1,0,2.5,2.5,20,40,1,0,4,7.5,5.3578,3.0835,2.978,2.889425,2.615475,1.104,12.280275,2.9088,2.59425,26.00815,2.836,0.796,2.46195,13.104,0.016675,1.933225,2.3529,725.9609489,700.5633022,678.5005595,701.6749369,23.74971449
100,0,0,0,0,1,0,15,5,10,2.5,3,0.1,8,3.75,5.3578,0.92505,6.7005,1.2166,6.9746,3.312,0.533925,2.5452,0.86475,46.5409,2.5524,6.368,4.10325,30.576,0.116725,4.142625,2.74505,936.33522,970.5163578,973.6613095,960.1709625,20.70216522
50,0,0,1,0,0,0,12.5,20,2.5,5,1,0.2,9,3.75,3.0616,3.0835,6.7005,2.12905,3.4873,1.656,9.076725,2.5452,2.01775,34.22125,2.2688,14.726,2.46195,7.28,0.10005,4.694975,0.7843,995.5603924,931.5633733,988.6215198,971.9150951,35.11741851
125,0,1,0,0,0,0,12.5,20,40,10,0.2,0.1,8,3.75,4.01835,0.30835,0.7445,0.152075,2.615475,2.208,1.601775,2.5452,2.8825,34.22125,2.836,2.786,1.6413,7.28,0.1334,1.933225,0.7843,907.6251184,998.3613166,1074.914212,993.6335489,83.7446955
50,0,0,0,0,1,0,17.5,5,5,10,0.3,0.1,10,2.5,4.01835,0.30835,2.2335,0.152075,0.871825,1.104,5.33925,1.0908,1.7295,26.00815,1.418,14.726,1.6413,23.296,0.0667,3.86645,0.39215,603.7547735,699.6410831,761.9078151,688.4345572,79.66985511
100,0,0,0,0,0,1,2.5,10,5,40,1,0.1,9,2.5,3.0616,1.8501,1.489,0.152075,3.4873,1.656,29.365875,3.2724,1.153,62.9671,1.9852,14.726,0.82065,4.368,0.1334,3.3141,3.52935,962.7270301,1023.553802,1136.848593,1041.043142,88.36847528
175,0,0,0,1,0,0,20,2.5,2.5,60,2,0.1,7,7.5,0.95675,2.4668,1.489,0.6083,5.23095,1.656,16.551675,2.5452,2.8825,84.8687,2.2688,1.99,3.2826,4.368,0.0667,5.247325,2.74505,519.5546599,569.4839418,574.475346,554.5046492,30.37029546
75,0,0,1,0,0,0,10,10,20,10,0.3,0,7,10,0.95675,0.30835,4.467,1.52075,3.4873,1.656,12.280275,0.3636,2.59425,46.5409,2.836,4.776,5.74455,13.104,0.03335,1.933225,0.7843,894.6895319,1075.759393,1094.326844,1021.591923,110.2921129
50,0,0,0,0,0,1,2.5,10,2.5,10,0.5,0.1,8,3.75,3.0616,2.15845,1.489,0.152075,1.74365,4.416,52.858575,3.636,2.59425,26.00815,0.8508,4.776,1.6413,4.368,0.016675,2.76175,3.52935,727.2613424,812.6055918,873.0918508,804.319595,73.26750713
125,0,0,1,0,0,0,17.5,2.5,2.5,2.5,2,0,7,5,0.95675,2.4668,2.2335,2.889425,3.4873,1.656,21.890925,1.4544,2.8825,84.8687,2.836,1.194,6.5652,13.104,0.050025,4.4188,3.52935,439.2026341,490.5322033,467.9808114,465.9052163,25.72765515
150,0,0,1,0,0,0,10,2.5,20,2.5,0,0.1,8,7.5,4.01835,0.6167,0.7445,0.91245,2.615475,1.104,12.280275,1.4544,2.8825,113.61455,1.1344,14.726,6.5652,4.368,0.0667,3.3141,0.39215,1069.486275,1038.81628,1157.493754,1088.59877,61.60398791
125,1,0,0,0,0,0,20,40,5,10,2,0,4,2.5,3.0616,1.54175,2.2335,0.456225,3.4873,3.864,21.890925,1.818,2.59425,62.9671,0.5672,14.726,4.10325,4.368,0.083375,1.933225,1.5686,358.1988707,332.7377759,363.6781412,351.5382626,16.51058221
175,0,1,0,0,0,0,7.5,10,40,40,0.4,0,8,5,4.01835,1.2334,0.7445,0.6083,13.077375,1.104,16.551675,3.636,2.306,26.00815,2.2688,1.99,3.2826,23.296,0.016675,2.76175,3.52935,378.6142364,411.7409716,402.9094616,397.7548899,17.15436839
125,0,0,1,0,0,0,7.5,10,2.5,2.5,0.5,0.1,7,7.5,7.175625,0.92505,1.489,1.2166,3.4873,3.864,5.33925,2.1816,2.306,62.9671,0.8508,3.582,4.10325,4.368,0.016675,1.933225,3.52935,1093.135957,1125.192023,1192.744475,1137.024152,50.8474549
100,0,0,1,0,0,0,10,5,5,40,0.5,0.1,5,5,9.5675,0.6167,2.2335,0.6083,17.4365,4.416,9.076725,1.818,2.306,62.9671,1.1344,3.582,3.2826,13.104,0.03335,3.3141,1.5686,895.1605236,944.6930493,879.5193849,906.4576526,34.02382217
75,0,0,0,1,0,0,12.5,5,10,10,1,0.1,7,5,3.0616,2.4668,5.956,1.52075,13.077375,2.208,16.551675,1.0908,2.59425,46.5409,2.2688,1.194,0.82065,40.768,0.10005,0.828525,0.39215,452.7281947,412.7220573,423.3978273,429.6160264,20.71526626
