HEPES,HEPES_pH7.0,HEPES_pH7.2,HEPES_pH7.4,HEPES_pH7.6,HEPES_pH7.8,HEPES_pH8.0,MgCl2,CP,Bicarbonate,Formate,CoA,B12,ATP,NADPH,Pco,Ccr,Epi,Mcm,Scr,Ssr,Hbs,Hbd,Ecm,Mco,Mch,Mcl,KatE,Fdh,CA,Gor,CK,Well_Name_1,Well_Name_2,Well_Name_3,Value_1,Value_2,Value_3,yield,yield_std
125,0,0,0,0,1,0,10,40,5,80,0.1,0.1,6,3.75,3.0616,3.0835,2.978,1.2166,5.23095,0.552,1.601775,2.1816,2.8825,46.5409,0.8508,1.99,1.6413,23.296,0.083375,3.037925,3.52935,A1,A9,A17,17.55268079,11.50253037,16.20617378,15.08712832,3.17651965
75,0,0,0,0,1,0,20,20,10,20,0.3,0,9,8.75,5.3578,3.0835,5.956,0.30415,1.74365,1.104,1.601775,3.636,1.7295,26.00815,1.1344,1.99,4.10325,7.28,0.083375,3.86645,1.96075,B1,B9,B17,24.55209407,22.36379899,16.92020198,21.27869835,3.929952515
150,0,0,0,0,1,0,2.5,0,40,40,0.4,0.1,4,5,5.3578,3.0835,5.956,0.91245,2.615475,2.208,1.601775,3.2724,0.5765,46.5409,0.2836,6.368,0.82065,7.28,0.116725,4.97115,3.52935,C1,C9,C17,3.488745311,20.31971833,14.18392642,12.66413002,8.517790146
175,0,1,0,0,0,0,5,10,2.5,80,0.4,0.1,7,5,4.01835,0.6167,4.467,1.2166,5.23095,0.552,1.601775,1.4544,2.8825,26.00815,1.1344,6.368,4.9239,40.768,0.03335,4.694975,0.39215,D1,D9,D17,14.34269523,10.88264275,10.57398352,11.93310717,2.092463524
125,0,0,0,0,0,1,15,20,2.5,20,1,0,10,5,5.3578,0.6167,5.956,0.30415,1.74365,2.208,1.601775,1.818,2.01775,46.5409,1.1344,3.582,5.74455,23.296,0.050025,4.4188,2.74505,E1,E9,E17,17.0369984,14.75675229,13.61253327,15.13542799,1.743355049
100,1,0,0,0,0,0,7.5,20,40,80,0.1,0,4,8.75,2.2962,1.2334,3.7225,1.2166,1.74365,0.552,0.533925,2.9088,2.8825,34.22125,0.5672,14.726,3.2826,7.28,0.150075,4.694975,1.96075,F1,F9,F17,19.59202345,15.65045401,14.8358207,16.69276606,2.54365425
175,0,0,0,0,1,0,10,10,40,60,0.2,0,9,6.25,2.2962,1.2334,3.7225,2.12905,1.74365,3.864,1.601775,3.636,2.01775,26.00815,2.5524,1.194,6.5652,30.576,0.03335,3.590275,2.3529,G1,G9,G17,18.5710541,18.42981701,16.8360265,17.94563254,0.963538345
125,0,0,0,0,1,0,2.5,5,20,60,0.5,0,3,7.5,9.5675,1.54175,0.7445,0.6083,5.23095,2.208,1.601775,2.1816,0.86475,46.5409,2.2688,2.786,6.5652,30.576,0.016675,5.247325,2.3529,H1,H9,H17,16.53803123,13.51709905,15.69909159,15.25140729,1.559430579
100,0,0,0,0,1,0,12.5,2.5,10,60,0.5,0,6,10,3.0616,1.54175,2.2335,0.152075,5.23095,3.864,0.533925,3.2724,0.5765,34.22125,1.418,1.592,3.2826,7.28,0.150075,3.86645,2.74505,I1,I9,I17,25.89780403,24.86307072,21.79979513,24.18688996,2.13104072
175,0,0,0,0,0,1,5,20,20,10,1,0,8,8.75,7.175625,0.6167,1.489,2.889425,5.23095,4.968,1.601775,1.0908,0.5765,26.00815,1.1344,1.99,3.2826,4.368,0.083375,3.86645,0.7843,J1,J9,J17,21.13256796,19.76998472,14.52229905,18.47495058,3.490236215
175,0,0,0,0,1,0,5,40,20,60,0.3,0,3,2.5,7.175625,2.15845,5.956,0.30415,5.23095,0.552,0.533925,1.818,2.306,34.22125,0.5672,4.776,7.38585,30.576,0.1334,2.485575,3.52935,K1,K9,K17,16.86603651,15.31655586,17.19535958,16.45931732,1.003265287
50,0,0,0,0,1,0,15,20,10,20,0.4,0.1,7,7.5,4.01835,2.15845,2.2335,0.152075,5.23095,0.552,0.533925,2.9088,2.8825,26.00815,1.1344,0.796,6.5652,30.576,0.016675,4.694975,0.7843,L1,L9,L17,20.05462801,15.29165585,17.23443013,17.52690467,2.394917944
125,0,0,0,0,1,0,7.5,2.5,10,10,0.5,0,10,3.75,1.72215,1.2334,2.978,2.889425,2.615475,3.864,1.601775,1.4544,0.5765,62.9671,1.7016,11.144,1.6413,13.104,0.10005,3.86645,0.39215,M1,M9,M17,23.31903226,19.65005726,18.11996431,20.36301794,2.671855459
175,0,0,0,1,0,0,15,20,10,10,0,0,6,5,2.2962,0.92505,2.978,2.889425,6.9746,3.864,1.601775,2.1816,2.306,46.5409,1.7016,2.786,8.2065,30.576,0.16675,3.86645,0.39215,N1,N9,N17,14.93488245,12.4876789,11.94810981,13.12355705,1.59168416
