HEPES,HEPES_pH7.0,HEPES_pH7.2,HEPES_pH7.4,HEPES_pH7.6,HEPES_pH7.8,HEPES_pH8.0,MgCl2,CP,Bicarbonate,Formate,CoA,B12,ATP,NADPH,Pco,Ccr,Epi,Mcm,Scr,Ssr,Hbs,Hbd,Ecm,Mco,Mch,Mcl,KatE,Fdh,CA,Gor,CK,Well_Name_1,Well_Name_2,Well_Name_3,Value_1,Value_2,Value_3,yield,yield_std
50,1,0,0,0,0,0,7.5,2.5,40,2.5,0.2,0.2,0,10,7.175625,2.4668,5.956,0.30415,6.9746,2.208,1.601775,0.3636,1.44125,62.9671,0.2836,19.9,2.46195,4.368,0.050025,3.3141,1.5686,G6,G14,G22,2.703027786,2.875024179,3.051432889,2.876494951,0.174207208
150,0,0,0,0,0,1,0,0,10,20,2,0.1,1,10,4.01835,2.15845,5.956,0.152075,0.871825,3.864,2.669625,0.3636,2.59425,34.22125,2.2688,14.726,4.10325,23.296,0.16675,4.4188,3.1372,H6,H14,H22,5.108740016,6.038873296,5.557631536,5.568414949,0.465160393
150,0,0,1,0,0,0,5,2.5,60,40,1,0.2,5,8.75,4.01835,1.8501,5.956,2.889425,1.74365,3.312,1.601775,2.9088,2.306,34.22125,0.2836,8.358,4.9239,23.296,0.0667,4.142625,3.1372,I6,I14,I22,8.241242511,9.87187099,8.793857252,8.968990251,0.829301504
150,1,0,0,0,0,0,5,5,40,80,0.4,0.2,2,10,3.0616,0.30835,6.7005,0.6083,1.74365,3.864,2.669625,1.818,2.8825,84.8687,2.836,4.776,0.82065,13.104,0.150075,3.3141,0.7843,J6,J14,J22,3.967434533,4.850293459,4.501643792,4.439790595,0.444667667
100,0,0,0,1,0,0,7.5,10,20,0,2,0,2,7.5,7.175625,3.0835,5.956,0.456225,5.23095,4.416,16.551675,0.3636,0.86475,46.5409,0.2836,1.194,0.82065,7.28,0.03335,4.97115,0.39215,K6,K14,K22,2.561203943,2.875643334,2.857952609,2.764933295,0.176656382
150,0,0,0,0,1,0,0,0,40,60,0.5,0,5,3.75,3.0616,0.6167,2.978,0.6083,2.615475,4.968,9.076725,2.9088,0.86475,26.00815,0.2836,11.144,4.9239,23.296,0.150075,3.86645,1.5686,L6,L14,L22,9.124770404,10.78105113,10.43057206,10.1121312,0.872851589
125,0,0,0,1,0,0,7.5,40,80,60,0.4,0,1,8.75,3.0616,1.8501,0.7445,0.30415,13.077375,4.968,1.601775,2.9088,2.306,46.5409,0.2836,11.144,7.38585,23.296,0.10005,4.694975,1.17645,N6,N14,N22,6.76338203,7.947513131,8.226775539,7.645890233,0.776924977
100,0,0,0,0,1,0,5,5,2.5,0,2,0,2,5,4.01835,0.30835,3.7225,0.91245,1.74365,1.656,5.33925,1.818,0.86475,62.9671,0.8508,19.9,1.6413,40.768,0.050025,5.247325,1.5686,O6,O14,O22,2.374411042,2.741861364,2.783902384,2.633391597,0.225266637
75,0,0,0,1,0,0,7.5,40,5,60,0.4,0.1,10,1.25,3.0616,0.30835,2.978,1.2166,0.871825,3.312,12.280275,1.4544,0.5765,34.22125,1.1344,8.358,2.46195,23.296,0.1334,4.4188,1.17645,P6,P14,P22,0.558101382,2.375067717,2.111261164,1.681476754,0.981772705
75,0,1,0,0,0,0,2.5,5,40,0,0.5,0.1,8,7.5,9.5675,0.30835,6.7005,0.30415,5.23095,4.968,1.601775,0.7272,2.306,26.00815,2.5524,19.9,1.6413,30.576,0.0667,4.4188,3.52935,A7,A15,A23,3.926800651,3.720123052,3.591274266,3.74606599,0.16926094
50,0,1,0,0,0,0,20,2.5,60,2.5,1,0.1,6,3.75,3.0616,0.6167,5.2115,2.889425,6.9746,1.104,39.51045,2.9088,0.28825,34.22125,0.2836,8.358,0.82065,23.296,0.03335,3.590275,1.17645,B7,B15,B23,1.541878553,1.932836536,2.099662269,1.858125786,0.286298691
100,0,0,0,0,0,1,20,0,5,10,3,0.2,5,7.5,3.0616,1.8501,6.7005,0.456225,5.23095,3.312,21.890925,3.636,2.59425,84.8687,0.5672,3.582,0.82065,7.28,0.16675,3.590275,1.17645,C7,C15,C23,2.688892252,3.412159473,3.357468511,3.152840078,0.402720082
150,0,0,0,1,0,0,5,5,10,2.5,3,0,3,6.25,3.0616,2.77515,3.7225,2.12905,2.615475,2.76,9.076725,2.9088,0.28825,84.8687,1.7016,1.194,8.2065,7.28,0.083375,4.694975,0.7843,D7,D15,D23,2.337375951,2.926365407,3.16090335,2.808214903,0.42428646
50,1,0,0,0,0,0,5,10,10,40,0,0,2,3.75,9.5675,1.2334,0.7445,0.6083,3.4873,3.864,21.890925,2.5452,1.7295,34.22125,1.418,19.9,0.82065,4.368,0.03335,5.247325,2.3529,E7,E15,E23,3.764566061,4.327189049,4.824299877,4.305351662,0.530204294
125,0,0,0,1,0,0,17.5,40,2.5,5,0.5,0,1,6.25,3.0616,3.0835,2.978,1.2166,2.615475,1.656,9.076725,1.4544,1.44125,113.61455,2.5524,2.786,3.2826,23.296,0.016675,3.590275,1.5686,F7,F15,F23,2.759906625,3.241757017,3.876980867,3.292881503,0.560289211
175,1,0,0,0,0,0,2.5,5,60,2.5,0.5,0,3,5,4.01835,1.54175,3.7225,0.456225,0.871825,2.208,9.076725,2.9088,1.153,46.5409,0.5672,2.786,0.82065,30.576,0.016675,3.3141,0.7843,G7,G15,G23,4.300180245,4.316255412,5.061605559,4.559347072,0.435042864
100,0,1,0,0,0,0,2.5,10,10,0,0.1,0.2,6,8.75,4.01835,2.15845,0.7445,1.52075,0.871825,2.208,9.076725,1.4544,2.306,26.00815,1.7016,11.144,0.82065,13.104,0.150075,3.3141,0.7843,H7,H15,H23,6.309735752,7.006808675,8.518670016,7.278404815,1.129234693
75,0,1,0,0,0,0,2.5,40,20,5,4,0.2,3,10,2.2962,0.6167,3.7225,0.30415,2.615475,4.968,1.601775,0.7272,1.153,62.9671,1.418,14.726,0.82065,53.872,0.083375,0.276175,2.74505,I7,I15,I23,4.141988979,4.255684929,4.127120396,4.174931435,0.070328613
75,1,0,0,0,0,0,15,20,10,10,0.5,0.1,3,3.75,4.01835,2.77515,2.978,2.12905,17.4365,2.208,9.076725,1.0908,1.44125,84.8687,1.1344,8.358,4.9239,4.368,0.083375,4.142625,2.74505,J7,J15,J23,3.380981395,3.228613109,3.860182827,3.489925777,0.329578118
75,0,1,0,0,0,0,7.5,2.5,20,0,0.5,0,1,10,9.5675,1.8501,3.7225,0.30415,13.077375,2.76,16.551675,0.7272,2.8825,46.5409,0.2836,1.194,2.46195,7.28,0.016675,4.97115,3.1372,K7,K15,K23,3.315120472,3.76691166,3.921266948,3.66776636,0.31500116
100,0,0,0,1,0,0,17.5,5,40,20,0.3,0.2,10,1.25,5.3578,0.30835,3.7225,0.152075,3.4873,1.656,9.076725,3.636,0.5765,46.5409,1.418,19.9,1.6413,53.872,0.083375,3.86645,0.39215,L7,L15,L23,1.359153414,1.367047408,1.253858223,1.326686348,0.063194388
50,0,0,0,0,1,0,10,40,2.5,80,1,0.1,10,6.25,4.01835,0.6167,0.7445,0.152075,5.23095,0.552,12.280275,2.5452,0.5765,84.8687,2.836,8.358,2.46195,23.296,0.050025,3.3141,3.52935,M7,M15,M23,2.264104775,2.9552673,3.236699725,2.8186906,0.500474905
125,0,0,0,1,0,0,2.5,5,20,20,2,0.1,0,2.5,4.01835,2.15845,0.7445,0.6083,5.23095,2.76,12.280275,0.3636,1.7295,26.00815,2.836,1.99,0.82065,7.28,0.0667,4.142625,3.1372,N7,N15,N23,6.76441404,8.459200198,8.988619185,8.070744475,1.161871559
75,0,1,0,0,0,0,20,2.5,2.5,2.5,1,0.1,0,8.75,9.5675,1.8501,2.2335,0.6083,17.4365,3.864,2.669625,1.4544,1.44125,26.00815,0.8508,8.358,3.2826,7.28,0.116725,5.247325,1.96075,O7,O15,O23,4.234877263,5.296750879,4.211284511,4.580970884,0.619995891
75,0,0,0,1,0,0,17.5,20,60,2.5,2,0.1,2,10,4.01835,1.2334,6.7005,0.152075,6.9746,4.416,5.33925,1.4544,0.5765,34.22125,1.7016,8.358,8.2065,7.28,0.16675,3.86645,2.3529,P7,P15,P23,5.417475105,6.393593779,5.884755004,5.898607963,0.488206764
75,0,0,0,0,0,1,2.5,5,10,40,0,0,7,3.75,7.175625,0.92505,0.7445,0.456225,3.4873,4.968,21.890925,2.9088,2.59425,46.5409,1.1344,19.9,1.6413,13.104,0.083375,4.97115,2.74505,A8,A16,A24,6.272862138,5.387875953,5.550589902,5.737109331,0.471054413
50,1,0,0,0,0,0,10,40,40,2.5,4,0.2,5,3.75,4.01835,1.54175,3.7225,0.152075,3.4873,4.416,1.601775,2.5452,0.5765,46.5409,0.2836,3.582,0.82065,72.8,0.116725,3.590275,1.96075,B8,B16,B24,3.902290848,2.726742683,3.431524189,3.35351924,0.591643432
50,0,0,1,0,0,0,17.5,2.5,60,40,0.5,0,3,8.75,4.01835,2.15845,1.489,2.889425,9.590075,3.312,1.601775,3.636,1.153,84.8687,0.5672,8.358,5.74455,23.296,0.016675,4.694975,1.96075,C8,C16,C24,5.135236757,5.480449362,5.23287948,5.2828552,0.177949754
200,0,0,1,0,0,0,17.5,2.5,5,20,2,0.1,1,10,3.0616,0.92505,4.467,0.152075,9.590075,1.104,29.365875,2.1816,0.28825,46.5409,1.7016,3.582,4.10325,30.576,0.083375,4.694975,1.96075,D8,D16,D24,3.053980574,3.041673758,2.878781762,2.991478698,0.097792198
75,0,1,0,0,0,0,20,2.5,5,0,1,0.2,3,10,5.3578,2.77515,3.7225,1.2166,9.590075,0.552,12.280275,1.4544,2.01775,26.00815,0.5672,14.726,4.10325,23.296,0.150075,4.4188,1.17645,E8,E16,E24,3.093740897,3.887552515,3.584009148,3.52176752,0.400549293
100,0,0,0,1,0,0,17.5,10,5,40,0.2,0.2,7,8.75,7.175625,1.2334,2.978,0.152075,5.23095,4.968,9.076725,1.0908,2.59425,26.00815,0.8508,0.796,0.82065,72.8,0.0667,4.97115,1.96075,F8,F16,F24,2.515813422,2.837227052,2.838534575,2.730525016,0.185946845
50,0,0,0,0,1,0,12.5,0,20,40,1,0,4,10,2.2962,1.8501,5.2115,0.152075,5.23095,4.968,2.669625,2.1816,2.01775,84.8687,2.2688,11.144,0.82065,13.104,0.03335,1.933225,2.3529,G8,G16,G24,7.904936203,8.655586552,8.47600027,8.345507675,0.391969673
75,0,1,0,0,0,0,17.5,0,5,5,0.2,0,1,10,5.3578,0.92505,4.467,2.12905,9.590075,3.312,1.601775,1.4544,2.59425,113.61455,1.1344,19.9,8.2065,30.576,0.050025,3.590275,0.7843,H8,H16,H24,2.313711572,2.652396948,2.632339528,2.532816016,0.190014849
150,0,0,0,1,0,0,10,60,20,2.5,3,0,6,6.25,5.3578,2.4668,3.7225,0.30415,2.615475,4.968,1.601775,2.9088,1.44125,34.22125,0.5672,0.796,0.82065,23.296,0.0667,1.380875,3.52935,I8,I16,I24,2.694203257,3.528135437,3.505412348,3.242583681,0.475047262
150,0,0,0,1,0,0,2.5,2.5,40,60,0.2,0.2,0,6.25,5.3578,1.2334,6.7005,0.91245,5.23095,1.104,16.551675,0.7272,2.01775,26.00815,1.7016,14.726,3.2826,23.296,0.083375,5.247325,1.17645,J8,J16,J24,3.812808157,4.050453628,4.66614616,4.176469315,0.440404816
75,0,0,1,0,0,0,12.5,5,20,0,0.4,0,1,1.25,7.175625,0.30835,2.2335,0.91245,2.615475,0.552,16.551675,1.818,2.8825,34.22125,1.9852,14.726,1.6413,4.368,0.016675,3.590275,1.17645,K8,K16,K24,0.912069808,1.389255595,1.376109563,1.225811655,0.271787904
50,0,0,0,0,0,1,5,60,10,2.5,0.3,0,5,10,3.0616,3.0835,5.2115,1.2166,17.4365,2.208,39.51045,2.5452,2.8825,26.00815,2.2688,8.358,6.5652,30.576,0.03335,3.3141,1.96075,L8,L16,L24,4.366398271,4.431907572,4.89788783,4.565397891,0.28980172
50,0,1,0,0,0,0,15,20,60,5,0.3,0.2,5,10,7.175625,1.2334,4.467,0.456225,5.23095,4.968,1.601775,1.0908,1.44125,46.5409,0.5672,8.358,2.46195,72.8,0.016675,3.590275,2.3529,M8,M16,M24,3.462740535,4.056466126,3.753441495,3.757549385,0.296884111
