HEPES,HEPES_pH7.0,HEPES_pH7.2,HEPES_pH7.4,HEPES_pH7.6,HEPES_pH7.8,HEPES_pH8.0,MgCl2,CP,Bicarbonate,Formate,CoA,B12,ATP,NADPH,Pco,Ccr,Epi,Mcm,Scr,Ssr,Hbs,Hbd,Ecm,Mco,Mch,Mcl,KatE,Fdh,CA,Gor,CK,Well_Name_1,Well_Name_2,Well_Name_3,Value_1,Value_2,Value_3,yield,yield_std
200,0,1,0,0,0,0,7.5,20,40,20,0.5,0,7,5,5.3578,1.2334,1.489,2.12905,5.23095,2.76,1.601775,1.4544,2.01775,26.00815,1.418,14.726,3.2826,13.104,0.050025,4.4188,3.52935,A1,A9,A17,20.51481972,19.54920915,16.83329891,18.96577593,1.90884641
175,0,0,0,0,1,0,5,0,40,2.5,0.3,0,10,10,5.3578,2.4668,3.7225,1.52075,2.615475,1.104,0.533925,1.818,2.01775,26.00815,1.7016,8.358,8.2065,13.104,0.03335,4.142625,0.7843,B1,B9,B17,7.246556028,11.32716394,16.05394421,11.54255473,4.407642968
75,0,1,0,0,0,0,5,20,40,20,0.3,0,7,7.5,5.3578,0.30835,2.2335,1.2166,5.23095,1.656,1.601775,1.0908,2.8825,26.00815,1.1344,11.144,5.74455,13.104,0.16675,4.97115,1.17645,C1,C9,C17,11.56822672,14.16856972,15.73432372,13.82370672,2.10435
200,0,0,0,0,0,1,17.5,10,5,80,0.3,0.1,10,8.75,3.0616,3.0835,3.7225,0.456225,1.74365,2.76,0.533925,0.3636,2.8825,34.22125,2.5524,19.9,7.38585,4.368,0.016675,3.590275,2.3529,D1,D9,D17,11.54754806,8.801831499,12.66540566,11.00492841,1.988121827
125,0,0,0,1,0,0,10,20,10,80,0.2,0,10,8.75,4.01835,1.54175,5.956,1.2166,1.74365,2.76,1.601775,1.818,2.01775,46.5409,0.5672,19.9,2.46195,40.768,0.150075,3.037925,2.3529,E1,E9,E17,6.907939582,12.00512702,12.96882169,10.6272961,3.256898297
75,0,0,0,0,1,0,12.5,20,40,80,0,0,9,5,5.3578,0.6167,5.2115,0.152075,3.4873,0.552,0.533925,1.818,2.8825,34.22125,2.5524,6.368,3.2826,23.296,0.0667,3.3141,3.1372,F1,F9,F17,19.18396015,17.11340108,19.20954093,18.50230072,1.202890378
125,0,0,0,0,1,0,7.5,0,10,2.5,0.1,0,10,6.25,5.3578,3.0835,5.956,2.12905,5.23095,2.208,1.601775,0.7272,2.59425,62.9671,0.8508,8.358,8.2065,4.368,0.016675,4.97115,0.7843,G1,G9,G17,14.83548842,14.2499061,13.68368966,14.25636139,0.575926516
100,0,1,0,0,0,0,17.5,5,40,20,0.4,0,7,7.5,4.01835,0.6167,3.7225,2.889425,5.23095,4.416,1.601775,0.7272,2.8825,34.22125,0.8508,8.358,3.2826,13.104,0.10005,3.86645,2.74505,H1,H9,H17,11.91859649,12.02505085,15.38279577,13.10881437,1.970044843
50,0,0,0,0,0,1,10,5,10,20,0,0.1,10,6.25,5.3578,1.8501,2.2335,2.889425,1.74365,4.416,1.601775,0.3636,0.28825,34.22125,2.836,11.144,0.82065,7.28,0.083375,2.485575,0.39215,I1,I9,I17,19.85773763,4.679881536,20.41006361,14.98256092,8.926654912
125,0,0,1,0,0,0,7.5,0,10,0,0,0.1,7,2.5,7.175625,1.2334,0.7445,2.889425,6.9746,2.76,1.601775,3.636,2.59425,26.00815,0.8508,14.726,3.2826,30.576,0.1334,4.4188,0.39215,J1,J9,J17,7.853941647,5.890748856,5.583548622,6.442746375,1.231745537
50,0,0,0,0,0,1,12.5,2.5,20,60,0.1,0,9,1.25,9.5675,1.54175,3.7225,0.91245,17.4365,1.656,1.601775,2.1816,2.59425,46.5409,0.2836,6.368,2.46195,23.296,0.150075,3.590275,3.1372,K1,K9,K17,13.45788697,10.70582186,9.599527165,11.254412,1.986818675
100,0,0,0,0,1,0,10,40,10,20,0.3,0.1,5,6.25,5.3578,2.77515,0.7445,0.30415,6.9746,2.76,1.601775,2.9088,2.306,46.5409,2.2688,11.144,4.9239,13.104,0.016675,4.694975,2.74505,L1,L9,L17,21.60075136,15.77206571,17.79225172,18.38835626,2.959712754
100,0,0,1,0,0,0,5,0,10,2.5,0.1,0.1,4,10,3.0616,1.54175,1.489,2.12905,1.74365,4.968,1.601775,3.636,2.01775,26.00815,2.5524,3.582,4.9239,30.576,0.10005,3.590275,0.7843,M1,M9,M17,16.51234576,10.24828576,16.56482141,14.44181764,3.63179992
75,0,0,1,0,0,0,20,10,40,80,0.5,0.1,10,2.5,4.01835,0.92505,2.2335,2.12905,17.4365,1.656,0.533925,2.9088,1.7295,46.5409,0.2836,14.726,4.10325,4.368,0.083375,4.142625,2.74505,N1,N9,N17,11.41415599,8.486753876,8.984477016,9.628462293,1.56635199
125,0,0,0,0,1,0,10,2.5,40,10,0.3,0.1,8,2.5,5.3578,1.54175,6.7005,0.91245,5.23095,3.864,1.601775,1.4544,2.8825,84.8687,1.1344,11.144,4.9239,30.576,0.1334,3.590275,1.5686,O1,O9,O17,10.11017975,6.407058466,10.47108435,8.996107521,2.249431993
200,0,0,1,0,0,0,12.5,5,10,20,0.1,0.1,8,7.5,7.175625,0.30835,2.978,0.30415,9.590075,2.76,0.533925,1.4544,2.59425,34.22125,2.836,2.786,6.5652,30.576,0.116725,3.590275,0.39215,P1,P9,P17,11.04818221,9.488370703,8.363429738,9.63332755,1.348233408
100,0,1,0,0,0,0,10,0,5,60,0.5,0,7,6.25,9.5675,1.2334,2.2335,1.2166,3.4873,2.76,0.533925,1.818,2.01775,26.00815,0.8508,4.776,8.2065,53.872,0.0667,4.4188,0.7843,A2,A10,A18,10.34796991,11.44729291,10.83483429,10.87669904,0.550855931
50,0,0,0,0,0,1,15,10,20,5,0,0.1,7,7.5,7.175625,2.77515,6.7005,0.30415,6.9746,2.76,1.601775,1.4544,2.306,46.5409,2.836,11.144,0.82065,23.296,0.150075,4.97115,0.39215,B2,B10,B18,10.73030047,2.549147168,14.09852449,9.125990709,5.939476953
200,0,0,0,1,0,0,2.5,10,20,5,0,0,9,5,7.175625,1.2334,1.489,2.889425,2.615475,0.552,1.601775,3.2724,0.5765,26.00815,0.2836,2.786,7.38585,23.296,0.116725,3.590275,2.74505,C2,C10,C18,17.71426289,16.3523022,17.56310829,17.20989113,0.746529305
200,0,0,0,0,1,0,2.5,0,2.5,20,0.2,0,6,3.75,3.0616,2.15845,6.7005,0.456225,1.74365,2.76,0.533925,1.4544,2.8825,46.5409,2.836,1.99,5.74455,7.28,0.16675,3.86645,0.7843,D2,D10,D18,15.86017841,13.32409669,13.06135815,14.08187775,1.545646403
100,0,0,0,0,0,1,17.5,20,2.5,5,0.3,0.1,9,8.75,2.2962,1.54175,2.2335,2.12905,1.74365,3.864,0.533925,1.818,1.153,26.00815,1.9852,3.582,4.9239,40.768,0.150075,3.590275,1.96075,E2,E10,E18,12.48230916,12.20980107,15.52429824,13.40546949,1.840011312
175,1,0,0,0,0,0,5,10,10,0,0.2,0,4,7.5,3.0616,2.77515,4.467,2.889425,2.615475,0.552,0.533925,3.2724,2.306,26.00815,1.1344,19.9,4.10325,23.296,0.16675,2.485575,1.96075,F2,F10,F18,11.54345827,12.87193612,11.5353078,11.9835674,0.769360677
175,0,1,0,0,0,0,15,10,10,60,0.3,0.2,8,10,5.3578,2.4668,6.7005,2.889425,0.871825,0.552,0.533925,1.4544,2.8825,26.00815,2.836,3.582,3.2826,7.28,0.10005,3.3141,1.5686,G2,G10,G18,8.633794952,4.599252169,8.803593158,7.34554676,2.379875699
100,0,1,0,0,0,0,12.5,20,2.5,5,0.4,0.2,4,2.5,3.0616,1.54175,5.956,0.91245,5.23095,2.76,1.601775,1.4544,2.59425,26.00815,2.2688,8.358,4.10325,23.296,0.0667,5.247325,3.52935,H2,H10,H18,13.66391726,11.86784212,10.44334542,11.9917016,1.613854585
75,0,1,0,0,0,0,12.5,10,20,0,0.5,0.1,10,6.25,3.0616,0.30835,6.7005,2.12905,6.9746,1.104,0.533925,2.5452,2.8825,84.8687,0.2836,19.9,4.10325,23.296,0.050025,4.142625,3.1372,I2,I10,I18,4.790881281,4.254782336,4.158695166,4.401452928,0.34065968
150,0,0,0,1,0,0,15,20,20,40,0.3,0,4,6.25,4.01835,0.6167,6.7005,0.456225,13.077375,4.416,0.533925,1.818,2.8825,34.22125,1.9852,19.9,0.82065,40.768,0.0667,3.590275,2.3529,J2,J10,J18,11.96508688,6.977242827,8.723549833,9.221959847,2.530999108
